**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 15, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic SUNA and SeaFET sensors for are used for nitrate and high-precision pH, respectively.
* Meteorological data collection began in March , 2019 using a Vaisala WXT510 station and RM Young wind monitor HD.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* For the SUNA nitrate data, refer to ‘SUNA_ Nitrite+Nitrate_N_mg/L_final’ when available, as these data are finalized and, when feasible, corrected for drift following the methods in Pellerin et. al 2013, USGS Techniques and Methods 1-D5
* Site coordinate: Lat 47.53716, Long -122.40612 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	SUNA_Nitrite+Nitrate_mgN/L_raw	Qual_SUNA_Nitrite+Nitrate_mgN/L_raw	SUNA_Nitrite+Nitrate_mgN/L_final	Qual_SUNA_Nitrite+Nitrate_mgN/L_final	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
3/10/2023 3:30:00 AM	0.221	210	7.942	210	29.744	210	84.4	8.24	210	0.47	210	0.30	210	7.87	210	0.334	210			1023.15830	210	43.5	210	0.17	330	69.3	210	71.41	210	2.70	210		999	7.658	300		999	8.024	210	8.900	330	13.8	12.7		-0.934081	-0.887460		
3/10/2023 3:45:00 AM	0.233	210	7.924	210	29.728	210	84.5	8.26	210	0.49	210	0.28	210	7.87	210	0.387	210			1023.14799	210	42.8	210	0.17	330	72.2	210	264.92	210	1.58	210		999	7.658	300		999	8.015	210	8.900	330	13.8	12.7		-0.934049	-0.887410		
3/10/2023 4:00:00 AM	0.216	210	7.895	210	29.700	210	84.8	8.29	210	0.44	210	0.27	210	7.87	210	0.364	210			1023.12936	210	42.6	210	0.17	330	73.4	210	248.76	210	2.62	210		999	7.659	300		999	8.006	210	8.901	330	13.8	12.7		-0.934030	-0.887368		
3/10/2023 4:15:00 AM	0.243	210	7.905	210	29.725	210	85.0	8.31	210	0.47	210	0.27	210	7.87	210	0.373	210			1023.14852	210	42.8	210	0.17	330	78.0	210	340.45	210	5.72	210		999	7.657	300		999	7.997	210	8.900	330	13.8	12.7		-0.934125	-0.887450		
3/10/2023 4:30:00 AM	0.249	210	7.927	210	29.747	210	84.8	8.29	210	0.42	210	0.28	210	7.87	210	0.355	210			1023.16220	210	41.7	210	0.17	330	78.5	210	13.82	210	3.55	210		999	7.657	300		999	8.000	210	8.901	330	13.8	12.7		-0.934113	-0.887402		
3/10/2023 4:45:00 AM	0.232	210	7.941	210	29.756	210	84.6	8.27	210	0.48	210	0.29	210	7.87	210	0.404	210			1023.16769	210	41.5	210	0.17	330	79.1	210	18.38	210	3.45	210		999	7.657	300		999	8.000	210	8.901	330	13.8	12.7		-0.934140	-0.887411		
3/10/2023 5:00:00 AM	0.221	210	7.933	210	29.755	210	84.5	8.26	210	0.47	210	0.28	210	7.87	210	0.407	210			1023.16835	210	41.3	210	0.17	330	79.9	210	17.24	210	2.50	210		999	7.658	300		999	8.006	210	8.902	330	13.8	12.7		-0.934078	-0.887371		
3/10/2023 5:15:00 AM	0.234	210	7.933	210	29.757	210	84.5	8.26	210	0.50	210	0.28	210	7.87	210	0.401	210			1023.16961	210	41.1	210	0.17	330	79.7	210	28.98	210	2.14	210		999	7.644	300		999	8.012	210	8.888	330	13.8	12.7		-0.934867	-0.888132		
3/10/2023 5:30:00 AM	0.250	210	7.919	210	29.752	210	84.5	8.26	210	0.45	210	0.28	210	7.87	210	0.415	210			1023.16753	210	41.3	210	0.17	330	79.0	210	30.66	210	2.44	210		999	7.648	300		999	8.009	210	8.892	330	13.8	12.7		-0.934649	-0.887901		
3/10/2023 5:45:00 AM	0.246	210	7.922	210	29.750	210	84.5	8.27	210	0.46	210	0.27	210	7.87	210	0.412	210			1023.16579	210	41.5	210	0.17	330	79.4	210	221.76	210	0.01	210		999	7.648	300		999	8.005	210	8.891	330	13.8	12.7		-0.934657	-0.887939		
3/10/2023 6:00:00 AM	0.228	210	7.902	210	29.730	210	84.7	8.29	210	0.48	210	0.28	210	7.87	210	0.410	210			1023.15232	210	41.9	210	0.17	330	78.1	210	192.13	210	2.09	210		999	7.644	300		999	8.000	210	8.888	330	13.8	12.7		-0.934838	-0.888099		
3/10/2023 6:15:00 AM	0.244	210	7.865	210	29.724	210	84.7	8.29	210	0.46	210	0.26	210	7.87	210	0.396	210			1023.15278	210	41.9	210	0.30	330	78.8	210	210.24	210	0.54	210		999	7.639	300		999	7.981	210	8.883	330	13.8	12.7		-0.935160	-0.888427		
3/10/2023 6:30:00 AM	0.224	210	7.855	210	29.726	210	84.6	8.28	210	0.43	210	0.26	210	7.87	210	0.395	210			1023.15582	210	41.9	210	2.68	210	79.0	210	175.81	210	1.24	210		999	7.632	300		999	7.965	210	8.878	330	13.8	12.6		-0.935509	-0.888726		
3/10/2023 6:45:00 AM	0.251	210	7.870	210	29.737	210	84.6	8.28	210	0.47	210	0.26	210	7.87	210	0.376	210			1023.16262	210	41.7	210	8.08	210	80.4	210	109.22	210	0.70	210		999	7.651	300		999	7.953	210	8.895	330	13.8	12.7		-0.934453	-0.887763		
3/10/2023 7:00:00 AM	0.248	210	7.888	210	29.747	210	84.5	8.27	210	0.45	210	0.28	210	7.87	210	0.409	210			1023.16822	210	41.9	210	29.06	210	80.6	210	243.82	210	1.09	210		999	7.654	300		999	7.960	210	8.898	330	13.8	12.7		-0.934302	-0.887610		
3/10/2023 7:15:00 AM	0.250	210	7.802	210	29.706	210	84.7	8.30	210	0.47	210	0.25	210	7.87	210	0.418	210			1023.14723	210	42.0	210	67.32	210	80.7	210	242.55	210	1.42	210		999	7.648	300		999	7.953	210	8.892	330	13.8	12.7		-0.934653	-0.887954		
3/10/2023 7:30:00 AM	0.266	210	7.825	210	29.717	210	84.8	8.31	210	0.46	210	0.26	210	7.87	210	0.405	210			1023.15257	210	42.0	210	80.40	210	81.1	210	239.80	210	2.30	210		999	7.645	300		999	7.922	210	8.888	330	13.8	12.7		-0.934815	-0.888168		
3/10/2023 7:45:00 AM	0.238	210	7.888	210	29.745	210	84.7	8.29	210	0.50	210	0.26	210	7.87	210	0.407	210			1023.16644	210	42.0	210	100.16	210	81.4	210	198.90	210	1.27	210		999	7.640	300		999	7.938	210	8.885	330	13.8	12.7		-0.935075	-0.888362		
3/10/2023 8:00:00 AM	0.245	210	7.897	210	29.749	210	84.6	8.28	210	0.42	210	0.28	210	7.87	210	0.406	210			1023.16818	210	42.4	210	199.58	210	79.7	210	185.91	210	3.55	210		999	7.639	300		999	7.953	210	8.883	330	13.8	12.7		-0.935137	-0.888444		
3/10/2023 8:15:00 AM	0.246	210	7.912	210	29.748	210	84.7	8.28	210	0.44	210	0.26	210	7.87	210	0.406	210			1023.16517	210	42.4	210	257.30	210	77.8	210	204.71	210	4.88	210		999	7.644	300		999	7.959	210	8.888	330	13.8	12.8		-0.934880	-0.888194		
3/10/2023 8:30:00 AM	0.259	210	7.901	210	29.744	210	84.8	8.29	210	0.41	210	0.26	210	7.87	210	0.398	210			1023.16357	210	42.8	210	294.90	210	78.5	210	192.40	210	4.68	210		999	7.642	300		999	7.966	210	8.885	330	13.8	13.0		-0.934991	-0.888310		
3/10/2023 8:45:00 AM	0.251	210	7.917	210	29.748	210	84.7	8.28	210	0.47	210	0.26	210	7.87	210	0.408	210			1023.16439	210	42.6	210	191.17	210	77.6	210	203.64	210	5.50	210		999	7.644	300		999	7.980	210	8.888	330	13.8	13.0		-0.934853	-0.888145		
3/10/2023 9:00:00 AM	0.256	210	7.934	210	29.752	210	84.8	8.28	210	0.38	210	0.27	210	7.87	210	0.412	210			1023.16524	210	42.6	210	305.12	210	78.2	210	204.16	210	5.00	210		999	7.643	300		999	7.990	210	8.886	330	13.8	12.9		-0.934935	-0.888242		
3/10/2023 9:15:00 AM	0.293	210	7.949	210	29.756	210	84.7	8.27	210	0.46	210	0.28	210	7.87	210	0.396	210			1023.16600	210	42.6	210	233.93	210	77.9	210	195.32	210	3.81	210		999	7.648	300		999	8.003	210	8.892	330	13.8	13.0		-0.934621	-0.887935		
3/10/2023 9:30:00 AM	0.318	210	7.953	210	29.768	210	84.3	8.23	210	0.33	210	0.30	210	7.87	210	0.408	210			1023.17538	210	42.4	210	410.37	210	77.5	210	181.74	210	4.58	210		999	7.652	300		999	8.015	210	8.896	330	13.8	13.1		-0.934428	-0.887668		
3/10/2023 9:45:00 AM	0.279	210	7.965	210	29.766	210	84.4	8.24	210	0.31	210	0.28	210	7.87	210	0.402	210			1023.17243	210	42.9	210	511.98	210	76.3	210	185.38	210	4.36	210		999	7.657	300		999	8.021	210	8.901	330	13.8	13.3		-0.934117	-0.887382		
3/10/2023 10:00:00 AM	0.280	210	7.953	210	29.773	210	84.4	8.24	210	0.30	210	0.33	210	7.87	210	0.404	210			1023.17955	210	42.9	210	499.31	210	75.0	210	178.18	210	5.12	210		999	7.655	300		999	8.028	210	8.899	330	13.8	13.4		-0.934246	-0.887500		
3/10/2023 10:15:00 AM	0.276	210	7.972	210	29.773	210	84.3	8.23	210	0.30	210	0.31	210	7.87	210	0.410	210			1023.17698	210	43.5	210	701.27	210	74.8	210	191.39	210	3.47	210		999	7.646	300		999	8.038	210	8.891	330	13.8	13.6		-0.934722	-0.887940		
3/10/2023 10:30:00 AM	0.287	210	7.967	210	29.786	210	84.1	8.21	210	0.29	210	0.33	210	7.87	210	0.398	210			1023.18760	210	44.2	210	536.25	210	70.9	210	194.88	210	5.60	210		999	7.653	300		999	8.035	210	8.897	330	13.8	13.4		-0.934363	-0.887650		
3/10/2023 10:45:00 AM	0.302	210	7.971	210	29.773	210	84.2	8.22	210	0.33	210	0.30	210	7.87	210	0.396	210			1023.17651	210	44.4	210	554.70	210	70.4	210	191.29	210	5.77	210		999	7.652	300		999	8.039	210	8.896	330	13.8	13.5		-0.934400	-0.887697		
3/10/2023 11:00:00 AM	0.301	210	7.969	210	29.773	210	84.2	8.23	210	0.27	210	0.31	210	7.87	210	0.420	210			1023.17693	210	44.6	210	683.58	210	69.7	210	194.06	210	5.45	210		999	7.654	300		999	8.045	210	8.898	330	13.8	13.7		-0.934269	-0.887575		
3/10/2023 11:15:00 AM	0.294	210	8.019	210	29.761	210	84.8	8.27	210	0.30	210	0.28	210	7.87	210	0.406	210			1023.16082	210	44.9	210	692.58	210	69.2	210	178.56	210	3.67	210		999	7.650	300		999	8.056	210	8.893	330	13.8	14.2		-0.934528	-0.887808		
3/10/2023 11:30:00 AM	0.267	210	8.022	210	29.758	210	85.3	8.32	210	0.25	210	0.28	210	7.87	210	0.410	210			1023.15808	210	45.3	210	819.10	210	67.6	210	198.55	210	5.10	210		999	7.652	300		999	8.070	210	8.896	330	13.8	14.6		-0.934396	-0.887606		
3/10/2023 11:45:00 AM	0.296	210	8.003	210	29.781	210	84.8	8.27	210	0.29	210	0.32	210	7.87	210	0.404	210			1023.17863	210	45.5	210	627.42	210	67.4	210	205.20	210	4.07	210		999	7.649	300		999	8.068	210	8.894	330	13.8	14.5		-0.934572	-0.887791		
3/10/2023 12:00:00 PM	0.295	210	8.034	210	29.760	210	84.8	8.27	210	0.31	210	0.30	210	7.87	210	0.405	210			1023.15774	210	45.8	210	559.13	210	65.1	210	205.70	210	5.41	210		999	7.651	300		999	8.085	210	8.895	330	13.8	13.8		-0.934468	-0.887660		
3/10/2023 12:15:00 PM	0.306	210	8.048	210	29.755	210	85.4	8.32	210	0.28	210	0.27	210	7.87	210	0.397	210			1023.15210	210	46.2	210	1073.30	210	64.8	210	216.87	210	4.84	210		999	7.651	300		999	8.094	210	8.895	330	13.8	14.5		-0.934451	-0.887685		
3/10/2023 12:30:00 PM	0.346	210	8.014	210	29.779	210	84.9	8.28	210	0.27	210	0.33	210	7.87	210	0.396	210			1023.17578	210	46.7	210	1026.93	210	63.2	210	203.53	210	4.00	210		999	7.648	300		999	8.091	210	8.893	330	13.8	14.5		-0.934591	-0.887793		
3/10/2023 12:45:00 PM	0.297	210	8.011	210	29.775	210	84.6	8.26	210	0.33	210	0.31	210	7.87	210	0.417	210			1023.17328	210	46.5	210	640.62	210	63.4	210	216.64	210	6.10	210		999	7.645	300		999	8.091	210	8.890	330	13.8	14.3		-0.934782	-0.887939		
3/10/2023 1:00:00 PM	0.296	210	8.066	210	29.760	210	85.2	8.30	210	0.24	210	0.29	210	7.87	210	0.408	210			1023.15365	210	46.4	210	1182.50	210	63.6	210	216.13	210	5.70	210		999	7.648	300		999	8.118	210	8.893	330	13.8	14.5		-0.934610	-0.887751		
3/10/2023 1:15:00 PM	0.309	210	8.104	210	29.755	210	85.7	8.35	210	0.26	210	0.27	210	7.87	210	0.401	210			1023.14441	210	46.7	210	1234.08	210	61.0	210	205.08	210	4.18	210		999	7.649	300		999	8.141	210	8.894	330	13.8	14.4		-0.934521	-0.887689		
3/10/2023 1:30:00 PM	0.262	210	8.134	210	29.750	210	85.9	8.36	210	0.23	210	0.27	210	7.87	210	0.407	210			1023.13617	210	47.1	210	975.24	210	60.7	210	204.95	210	4.72	210		999	7.651	300		999	8.173	210	8.895	330	13.8	14.5		-0.934441	-0.887583		
3/10/2023 1:45:00 PM	0.331	210	8.124	210	29.741	210	85.8	8.35	210	0.29	210	0.27	210	7.87	210	0.401	210			1023.13077	210	47.3	210	784.54	210	61.1	210	211.55	210	4.13	210		999	7.649	300		999	8.177	210	8.892	330	13.8	14.4		-0.934521	-0.887713		
3/10/2023 2:00:00 PM	0.317	210	8.080	210	29.736	210	85.8	8.36	210	0.31	210	0.30	210	7.87	210	0.403	210			1023.13245	210	47.6	210	655.20	210	58.9	210	194.86	210	6.06	210		999	7.661	300		999	8.169	210	8.904	330	13.8	14.5		-0.933875	-0.887080		
3/10/2023 2:15:00 PM	0.310	210	8.016	210	29.739	210	85.4	8.33	210	0.34	210	0.31	210	7.87	210	0.396	210			1023.14424	210	47.8	210	576.37	210	59.7	210	192.27	210	4.70	210		999	7.660	300		999	8.130	210	8.904	330	13.8	13.9		-0.933906	-0.887096		
3/10/2023 2:30:00 PM	0.341	210	7.998	210	29.743	210	84.9	8.29	210	0.33	210	0.32	210	7.87	210	0.402	210			1023.14969	210	47.6	210	560.65	210	59.7	210	187.83	210	7.07	210		999	7.660	300		999	8.103	210	8.903	330	13.8	13.7		-0.933958	-0.887190		
3/10/2023 2:45:00 PM	0.299	210	7.988	210	29.752	210	84.4	8.24	210	0.39	210	0.35	210	7.87	210	0.404	210			1023.15783	210	47.6	210	355.09	210	60.5	210	213.09	210	7.19	210		999	7.659	300		999	8.089	210	8.901	330	13.8	13.6		-0.934017	-0.887305		
3/10/2023 3:00:00 PM	0.290	210	7.986	210	29.750	210	84.3	8.23	210	0.33	210	0.34	210	7.87	210	0.401	210			1023.15658	210	47.6	210	450.00	210	62.4	210	203.91	210	6.77	210		999	7.660	300		999	8.074	210	8.904	330	13.8	13.5		-0.933940	-0.887193		
3/10/2023 3:15:00 PM	0.327	210	7.994	210	29.750	210	84.6	8.26	210	0.44	210	0.32	210	7.87	210	0.403	210			1023.15551	210	47.6	210	300.86	210	64.7	210	259.46	210	5.81	210		999	7.655	300		999	8.071	210	8.899	330	13.8	13.4		-0.934238	-0.887449		
3/10/2023 3:30:00 PM	0.305	210	7.993	210	29.752	210	84.7	8.27	210	0.37	210	0.32	210	7.87	210	0.397	210			1023.15736	210	46.2	210	369.61	210	69.4	210	324.68	210	2.78	210		999	7.660	300		999	8.070	210	8.905	330	13.8	13.4		-0.933923	-0.887139		
3/10/2023 3:45:00 PM	0.299	210	8.000	210	29.754	210	84.7	8.27	210	0.47	210	0.32	210	7.87	210	0.409	210			1023.15818	210	45.5	210	267.01	210	73.2	210	315.30	210	2.77	210		999	7.663	300		999	8.068	210	8.907	330	13.8	13.3		-0.933764	-0.887012		
