**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 15, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic SUNA and SeaFET sensors for are used for nitrate and high-precision pH, respectively.
* Meteorological data collection began in March , 2019 using a Vaisala WXT510 station and RM Young wind monitor HD.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* For the SUNA nitrate data, refer to ‘SUNA_ Nitrite+Nitrate_N_mg/L_final’ when available, as these data are finalized and, when feasible, corrected for drift following the methods in Pellerin et. al 2013, USGS Techniques and Methods 1-D5
* Site coordinate: Lat 47.53716, Long -122.40612 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	SUNA_Nitrite+Nitrate_mgN/L_raw	Qual_SUNA_Nitrite+Nitrate_mgN/L_raw	SUNA_Nitrite+Nitrate_mgN/L_final	Qual_SUNA_Nitrite+Nitrate_mgN/L_final	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
2/13/2023 3:30:00 AM	0.436	210	8.477	210	29.725	210	82.7	7.99	210	0.57	210	0.35	210	7.80	210	0.438	210			1023.06778	210	46.4	210	0.17	330	69.7	210	187.18	210	6.17	210		999	7.616	300		999	8.548	210	8.859	330	13.8	12.4		-0.936293	-0.889232		
2/13/2023 3:45:00 AM	0.439	210	8.466	210	29.728	210	83.2	8.03	210	0.60	210	0.32	210	7.81	210	0.410	210			1023.07175	210	46.7	210	0.17	330	70.3	210	200.23	210	7.37	210		999	7.623	300		999	8.546	210	8.866	330	13.8	12.4		-0.935879	-0.888813		
2/13/2023 4:00:00 AM	0.413	210	8.478	210	29.729	210	83.0	8.02	210	0.54	210	0.34	210	7.81	210	0.419	210			1023.07079	210	46.7	210	0.17	330	70.3	210	184.16	210	7.89	210		999	7.623	300		999	8.554	210	8.866	330	13.8	12.4		-0.935889	-0.888805		
2/13/2023 4:15:00 AM	0.506	210	8.470	210	29.737	210	82.8	8.00	210	0.56	210	0.34	210	7.80	210	0.430	210			1023.07950	210	46.2	210	0.17	330	73.0	210	195.89	210	6.21	210		999	7.624	300		999	8.541	210	8.868	330	13.8	12.4		-0.935824	-0.888740		
2/13/2023 4:30:00 AM	0.423	210	8.474	210	29.732	210	82.9	8.00	210	0.54	210	0.34	210	7.80	210	0.422	210			1023.07426	210	46.2	210	0.17	330	73.6	210	176.13	210	6.58	210		999	7.622	300		999	8.552	210	8.865	330	13.8	12.5		-0.935960	-0.888871		
2/13/2023 4:45:00 AM	0.483	210	8.472	210	29.735	210	83.1	8.02	210	0.56	210	0.34	210	7.81	210	0.425	210			1023.07755	210	46.2	210	0.17	330	73.9	210	186.07	210	10.77	210		999	7.621	300		999	8.547	210	8.865	330	13.8	12.4		-0.936020	-0.888909		
2/13/2023 5:00:00 AM	0.428	210	8.475	210	29.733	210	83.2	8.03	210	0.54	210	0.35	210	7.81	210	0.432	210			1023.07457	210	46.2	210	0.17	330	75.3	210	185.18	210	10.21	210		999	7.621	300		999	8.549	210	8.864	330	13.8	12.4		-0.936020	-0.888917		
2/13/2023 5:15:00 AM	0.341	210	8.483	210	29.739	210	82.6	7.98	210	0.55	210	0.34	210	7.80	210	0.428	210			1023.07812	210	45.8	210	0.17	330	73.3	210	197.11	210	6.10	210		999	7.620	300		999	8.552	210	8.862	330	13.8	12.4		-0.936089	-0.889045		
2/13/2023 5:30:00 AM	0.432	210	8.480	210	29.738	210	82.6	7.97	210	0.51	210	0.35	210	7.80	210	0.424	210			1023.07816	210	45.5	210	0.17	330	73.5	210	197.48	210	5.30	210		999	7.615	300		999	8.552	210	8.859	330	13.8	12.4		-0.936342	-0.889234		
2/13/2023 5:45:00 AM	0.409	210	8.480	210	29.747	210	82.0	7.92	210	0.52	210	0.36	210	7.80	210	0.434	210			1023.08514	210	45.1	210	0.17	330	73.0	210	195.12	210	5.88	210		999	7.613	300		999	8.552	210	8.857	330	13.8	12.4		-0.936450	-0.889345		
2/13/2023 6:00:00 AM	0.451	210	8.472	210	29.745	210	82.2	7.94	210	0.47	210	0.36	210	7.80	210	0.437	210			1023.08528	210	44.6	210	0.17	330	74.5	210	194.08	210	4.74	210		999	7.609	300		999	8.547	210	8.852	330	13.8	12.4		-0.936694	-0.889592		
2/13/2023 6:15:00 AM	0.409	210	8.467	210	29.744	210	82.2	7.94	210	0.51	210	0.37	210	7.80	210	0.429	210			1023.08465	210	44.4	210	0.17	330	75.6	210	200.37	210	5.18	210		999	7.609	300		999	8.544	210	8.853	330	13.8	12.4		-0.936700	-0.889593		
2/13/2023 6:30:00 AM	0.387	210	8.469	210	29.746	210	82.1	7.93	210	0.47	210	0.36	210	7.80	210	0.427	210			1023.08582	210	43.8	210	0.17	330	75.2	210	215.72	210	4.74	210		999	7.610	300		999	8.543	210	8.854	330	13.8	12.4		-0.936622	-0.889513		
2/13/2023 6:45:00 AM	0.408	210	8.477	210	29.753	210	81.5	7.87	210	0.48	210	0.35	210	7.80	210	0.406	210			1023.08982	210	43.7	210	0.18	330	75.2	210	196.28	210	3.76	210		999	7.608	300		999	8.548	210	8.852	330	13.8	12.4		-0.936745	-0.889603		
2/13/2023 7:00:00 AM	0.423	210	8.478	210	29.753	210	81.3	7.85	210	0.45	210	0.35	210	7.79	210	0.414	210			1023.09014	210	43.5	210	0.56	330	75.8	210	215.67	210	4.02	210		999	7.607	300		999	8.548	210	8.850	330	13.8	12.4		-0.936808	-0.889712		
2/13/2023 7:15:00 AM	0.431	210	8.479	210	29.753	210	81.3	7.85	210	0.51	210	0.36	210	7.80	210	0.416	210			1023.08994	210	43.3	210	4.20	210	75.1	210	194.55	210	3.07	210		999	7.606	300		999	8.554	210	8.850	330	13.8	12.4		-0.936818	-0.889707		
2/13/2023 7:30:00 AM	0.404	210	8.470	210	29.752	210	81.4	7.86	210	0.48	210	0.35	210	7.80	210	0.423	210			1023.09014	210	43.3	210	16.44	210	76.5	210	185.96	210	4.68	210		999	7.605	300		999	8.546	210	8.850	330	13.8	12.4		-0.936887	-0.889761		
2/13/2023 7:45:00 AM	0.403	210	8.467	210	29.753	210	81.6	7.88	210	0.54	210	0.37	210	7.80	210	0.431	210			1023.09122	210	43.3	210	38.12	210	75.7	210	177.34	210	4.39	210		999	7.606	300		999	8.542	210	8.850	330	13.8	12.4		-0.936832	-0.889722		
2/13/2023 8:00:00 AM	0.414	210	8.466	210	29.753	210	81.5	7.87	210	0.48	210	0.35	210	7.80	210	0.419	210			1023.09177	210	43.3	210	62.39	210	75.6	210	180.90	210	2.86	210		999	7.608	300		999	8.538	210	8.852	330	13.8	12.4		-0.936759	-0.889635		
2/13/2023 8:15:00 AM	0.421	210	8.458	210	29.748	210	81.8	7.90	210	0.52	210	0.36	210	7.80	210	0.428	210			1023.08880	210	43.1	210	96.86	210	75.2	210	195.64	210	3.11	210		999	7.606	300		999	8.538	210	8.850	330	13.8	12.4		-0.936868	-0.889721		
2/13/2023 8:30:00 AM	0.411	210	8.458	210	29.752	210	81.8	7.90	210	0.45	210	0.35	210	7.80	210	0.413	210			1023.09197	210	43.3	210	125.52	210	74.9	210	195.31	210	4.79	210		999	7.605	300		999	8.538	210	8.850	330	13.8	12.5		-0.936921	-0.889744		
2/13/2023 8:45:00 AM	0.416	210	8.470	210	29.753	210	81.7	7.89	210	0.46	210	0.34	210	7.80	210	0.424	210			1023.09107	210	43.3	210	249.28	210	75.9	210	185.61	210	4.24	210		999	7.606	300		999	8.544	210	8.851	330	13.8	12.5		-0.936834	-0.889709		
2/13/2023 9:00:00 AM	0.374	210	8.463	210	29.750	210	81.8	7.90	210	0.40	210	0.35	210	7.80	210	0.426	210			1023.08930	210	43.3	210	313.26	210	75.3	210	181.84	210	3.94	210		999	7.607	300		999	8.540	210	8.852	330	13.8	12.5		-0.936766	-0.889616		
2/13/2023 9:15:00 AM	0.376	210	8.461	210	29.751	210	81.9	7.91	210	0.48	210	0.36	210	7.80	210	0.419	210			1023.09060	210	43.5	210	160.80	210	74.1	210	159.89	210	3.21	210		999	7.610	300		999	8.538	210	8.855	330	13.8	12.6		-0.936608	-0.889454		
2/13/2023 9:30:00 AM	0.409	210	8.469	210	29.751	210	81.8	7.90	210	0.38	210	0.36	210	7.80	210	0.438	210			1023.08976	210	43.5	210	408.88	210	73.5	210	184.78	210	2.67	210		999	7.610	300		999	8.538	210	8.856	330	13.8	12.6		-0.936613	-0.889430		
2/13/2023 9:45:00 AM	0.435	210	8.480	210	29.750	210	82.0	7.92	210	0.39	210	0.34	210	7.80	210	0.430	210			1023.08710	210	44.2	210	424.32	210	72.5	210	201.55	210	1.85	210		999	7.610	300		999	8.546	210	8.855	330	13.8	12.7		-0.936621	-0.889460		
2/13/2023 10:00:00 AM	0.423	210	8.480	210	29.750	210	81.9	7.91	210	0.38	210	0.35	210	7.80	210	0.420	210			1023.08694	210	44.0	210	321.49	210	72.7	210	188.34	210	2.53	210		999	7.606	300		999	8.550	210	8.851	330	13.8	12.6		-0.936847	-0.889674		
2/13/2023 10:15:00 AM	0.430	210	8.484	210	29.751	210	82.0	7.91	210	0.38	210	0.35	210	7.80	210	0.426	210			1023.08710	210	44.2	210	462.63	210	72.1	210	203.45	210	3.88	210		999	7.609	300		999	8.552	210	8.855	330	13.8	12.7		-0.936668	-0.889463		
2/13/2023 10:30:00 AM	0.411	210	8.480	210	29.747	210	82.3	7.95	210	0.36	210	0.36	210	7.80	210	0.429	210			1023.08446	210	44.4	210	410.97	210	71.6	210	197.79	210	4.10	210		999	7.611	300		999	8.555	210	8.857	330	13.8	12.7		-0.936557	-0.889352		
2/13/2023 10:45:00 AM	0.401	210	8.486	210	29.750	210	82.2	7.94	210	0.39	210	0.34	210	7.80	210	0.423	210			1023.08608	210	44.6	210	454.72	210	71.3	210	206.99	210	2.49	210		999	7.608	300		999	8.553	210	8.853	330	13.8	12.7		-0.936756	-0.889580		
2/13/2023 11:00:00 AM	0.417	210	8.476	210	29.736	210	82.8	7.99	210	0.39	210	0.36	210	7.80	210	0.427	210			1023.07728	210	44.7	210	378.17	210	71.2	210	181.37	210	3.52	210		999	7.612	300		999	8.555	210	8.856	330	13.8	12.7		-0.936535	-0.889378		
2/13/2023 11:15:00 AM	0.396	210	8.485	210	29.746	210	82.6	7.98	210	0.43	210	0.35	210	7.80	210	0.427	210			1023.08309	210	44.9	210	338.21	210	70.4	210	193.99	210	2.52	210		999	7.617	300		999	8.552	210	8.862	330	13.8	12.7		-0.936231	-0.889082		
2/13/2023 11:30:00 AM	0.401	210	8.494	210	29.748	210	82.2	7.93	210	0.35	210	0.36	210	7.80	210	0.425	210			1023.08375	210	45.1	210	378.15	210	69.7	210	166.71	210	2.78	210		999	7.614	300		999	8.559	210	8.859	330	13.8	12.7		-0.936382	-0.889232		
2/13/2023 11:45:00 AM	0.410	210	8.494	210	29.755	210	81.9	7.90	210	0.35	210	0.34	210	7.80	210	0.438	210			1023.08901	210	45.3	210	466.58	210	68.5	210	189.78	210	1.84	210		999	7.612	300		999	8.564	210	8.857	330	13.8	12.8		-0.936482	-0.889321		
2/13/2023 12:00:00 PM	0.403	210	8.494	210	29.753	210	81.9	7.90	210	0.37	210	0.34	210	7.80	210	0.420	210			1023.08752	210	45.6	210	358.15	210	67.7	210	176.89	210	3.57	210		999	7.610	300		999	8.566	210	8.855	330	13.8	12.7		-0.936636	-0.889449		
2/13/2023 12:15:00 PM	0.403	210	8.490	210	29.753	210	81.9	7.90	210	0.37	210	0.34	210	7.80	210	0.429	210			1023.08823	210	46.0	210	433.83	210	68.2	210	183.24	210	3.79	210		999	7.609	300		999	8.563	210	8.854	330	13.8	12.8		-0.936671	-0.889512		
2/13/2023 12:30:00 PM	0.422	210	8.490	210	29.751	210	81.8	7.89	210	0.36	210	0.34	210	7.80	210	0.420	210			1023.08621	210	46.0	210	370.70	210	67.4	210	161.92	210	3.10	210		999	7.607	300		999	8.562	210	8.852	330	13.8	12.8		-0.936782	-0.889635		
2/13/2023 12:45:00 PM	0.421	210	8.490	210	29.746	210	81.8	7.90	210	0.40	210	0.33	210	7.80	210	0.419	210			1023.08285	210	46.5	210	365.55	210	68.4	210	170.19	210	3.87	210		999	7.607	300		999	8.563	210	8.851	330	13.8	12.7		-0.936810	-0.889644		
2/13/2023 1:00:00 PM	0.399	210	8.493	210	29.747	210	82.1	7.92	210	0.37	210	0.34	210	7.80	210	0.426	210			1023.08320	210	46.9	210	376.19	210	64.8	210	205.03	210	2.67	210		999	7.605	300		999	8.563	210	8.850	330	13.8	12.7		-0.936908	-0.889722		
2/13/2023 1:15:00 PM	0.391	210	8.508	210	29.743	210	82.9	8.00	210	0.56	210	0.32	210	7.81	210	0.433	210			1023.07774	210	46.9	210	272.46	210	65.5	210	186.64	210	5.25	210		999	7.609	300		999	8.567	210	8.853	330	13.8	12.8		-0.936684	-0.889549		
2/13/2023 1:30:00 PM	0.411	210	8.513	210	29.745	210	83.1	8.02	210	0.48	210	0.33	210	7.81	210	0.422	210			1023.07872	210	46.9	210	274.49	210	65.0	210	190.24	210	5.22	210		999	7.617	300		999	8.582	210	8.861	330	13.8	12.7		-0.936224	-0.889083		
2/13/2023 1:45:00 PM	0.416	210	8.505	210	29.749	210	82.8	7.99	210	0.55	210	0.33	210	7.81	210	0.426	210			1023.08293	210	46.9	210	234.04	210	66.4	210	169.08	210	5.12	210		999	7.615	300		999	8.578	210	8.859	330	13.8	12.7		-0.936330	-0.889199		
2/13/2023 2:00:00 PM	0.397	210	8.506	210	29.745	210	83.2	8.02	210	0.47	210	0.33	210	7.81	210	0.416	210			1023.07965	210	46.7	210	311.29	210	65.5	210	167.17	210	4.86	210		999	7.615	300		999	8.579	210	8.859	330	13.8	12.7		-0.936363	-0.889219		
2/13/2023 2:15:00 PM	0.413	210	8.496	210	29.747	210	83.1	8.02	210	0.49	210	0.33	210	7.81	210	0.431	210			1023.08263	210	46.2	210	324.43	210	69.2	210	162.16	210	6.95	210		999	7.613	300		999	8.570	210	8.858	330	13.8	12.7		-0.936427	-0.889293		
2/13/2023 2:30:00 PM	0.396	210	8.489	210	29.746	210	83.0	8.01	210	0.47	210	0.32	210	7.81	210	0.423	210			1023.08315	210	46.4	210	342.37	210	69.3	210	170.32	210	6.44	210		999	7.611	300		999	8.564	210	8.856	330	13.8	12.7		-0.936557	-0.889388		
2/13/2023 2:45:00 PM	0.385	210	8.490	210	29.739	210	83.9	8.09	210	0.58	210	0.31	210	7.81	210	0.426	210			1023.07696	210	46.5	210	349.17	210	65.5	210	161.80	210	5.40	210		999	7.612	300		999	8.567	210	8.856	330	13.8	12.8		-0.936523	-0.889381		
2/13/2023 3:00:00 PM	0.439	210	8.490	210	29.741	210	84.2	8.12	210	0.61	210	0.32	210	7.81	210	0.421	210			1023.07876	210	46.4	210	247.22	210	65.3	210	195.05	210	6.26	210		999	7.612	300		999	8.564	210	8.857	330	13.8	12.7		-0.936481	-0.889329		
2/13/2023 3:15:00 PM	0.382	210	8.485	210	29.742	210	83.6	8.07	210	0.69	210	0.34	210	7.81	210	0.432	210			1023.08052	210	46.2	210	134.51	210	66.2	210	199.06	210	5.91	210		999	7.610	300		999	8.561	210	8.855	330	13.8	12.6		-0.936604	-0.889429		
2/13/2023 3:30:00 PM	0.386	210	8.480	210	29.729	210	84.5	8.16	210	0.73	210	0.33	210	7.82	210	0.428	210			1023.07094	210	46.2	210	35.11	210	68.2	210	239.19	210	4.21	210		999	7.617	300		999	8.550	210	8.861	330	13.8	12.6		-0.936246	-0.889089		
2/13/2023 3:45:00 PM	0.382	210	8.466	210	29.725	210	84.9	8.20	210	0.75	210	0.32	210	7.82	210	0.440	210			1023.06944	210	43.3	210	52.82	210	75.7	210	35.50	210	5.64	210		999	7.629	300		999	8.540	210	8.873	330	13.8	12.6		-0.935548	-0.888428		
