**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 15, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic SUNA and SeaFET sensors for are used for nitrate and high-precision pH, respectively.
* Meteorological data collection began in March , 2019 using a Vaisala WXT510 station and RM Young wind monitor HD.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* For the SUNA nitrate data, refer to ‘SUNA_ Nitrite+Nitrate_N_mg/L_final’ when available, as these data are finalized and, when feasible, corrected for drift following the methods in Pellerin et. al 2013, USGS Techniques and Methods 1-D5
* Site coordinate: Lat 47.53716, Long -122.40612 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	SUNA_Nitrite+Nitrate_mgN/L_raw	Qual_SUNA_Nitrite+Nitrate_mgN/L_raw	SUNA_Nitrite+Nitrate_mgN/L_final	Qual_SUNA_Nitrite+Nitrate_mgN/L_final	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
4/12/2023 3:30:00 AM	0.460	210	8.325	210	29.592	210	94.8	9.19	210	2.02	210	0.61	210	7.98	210	0.349	210			1022.98680	210	42.8	210	0.17	330	79.9	210	98.27	210	0.80	210		999	7.324	300		999	8.411	210	8.572	330	13.8	12.7		-0.952654	-0.905275		
4/12/2023 3:45:00 AM	0.464	210	8.327	210	29.592	210	95.0	9.21	210	1.39	210	3.30	210	7.99	210	0.344	210			1022.98604	210	42.4	210	0.17	330	80.1	210	76.93	210	0.92	210		999	7.361	300		999	8.407	210	8.608	330	13.8	12.7		-0.950589	-0.903250		
4/12/2023 4:00:00 AM	0.464	210	8.315	210	29.589	210	94.9	9.20	210	1.91	210	0.97	210	7.99	210	0.351	210			1022.98619	210	41.7	210	0.17	330	79.8	210	33.73	210	2.13	210		999	7.323	300		999	8.421	210	8.572	330	13.8	12.7		-0.952705	-0.905283		
4/12/2023 4:15:00 AM	0.457	210	8.315	210	29.651	210	94.2	9.13	210	1.15	210	1.69	210	7.98	210	0.348	210			1023.03462	210	42.0	210	0.17	330	77.3	210	47.27	210	2.10	210		999	7.316	300		999	8.417	210	8.566	330	13.8	12.7		-0.953076	-0.905647		
4/12/2023 4:30:00 AM	0.468	210	8.294	210	29.718	210	92.7	8.98	210	0.98	210	0.33	210	7.96	210	0.349	210			1023.08928	210	42.2	210	0.17	330	75.9	210	19.99	210	2.25	210		999	7.275	300		999	8.388	210	8.526	330	13.8	12.7		-0.955372	-0.907962		
4/12/2023 4:45:00 AM	0.461	210	8.266	210	29.712	210	91.8	8.90	210	2.48	210	9.87	210	7.96	210	0.353	210			1023.08901	210	42.0	210	0.17	330	76.8	210	41.69	210	1.60	210		999	7.226	300		999	8.364	210	8.477	210	13.8	12.6		-0.958138	-0.910697		
4/12/2023 5:00:00 AM	0.461	210	8.243	210	29.735	210	91.1	8.85	210	1.08	210	0.37	210	7.96	210	0.356	210			1023.10993	210	42.6	210	0.25	330	78.4	210	331.45	210	2.48	210		999	7.180	300		999	8.346	210	8.432	210	13.8	12.7		-0.960679	-0.913258		
4/12/2023 5:15:00 AM	0.454	210	8.274	210	29.699	210	91.0	8.83	210	3.56	210	8.41	210	7.96	210	0.363	210			1023.07732	210	42.2	210	2.02	210	79.2	210	39.88	210	2.98	210		999	7.281	300		999	8.339	210	8.531	330	13.8	12.6		-0.955069	-0.907691		
4/12/2023 5:30:00 AM	0.450	210	8.259	210	29.690	210	92.5	8.98	210	1.36	210	0.47	210	7.97	210	0.344	210			1023.07302	210	42.2	210	10.01	210	79.1	210	274.49	210	2.98	210		999	7.338	300		999	8.336	210	8.588	330	13.8	12.6		-0.951888	-0.904543		
4/12/2023 5:45:00 AM	0.463	210	8.278	210	29.702	210	92.5	8.97	210	2.93	210	12.19	210	7.97	210	0.346	210			1023.07919	210	42.4	210	26.70	210	79.1	210	328.00	210	3.60	210		999	7.346	300		999	8.347	210	8.595	330	13.8	12.6		-0.951441	-0.904135		
4/12/2023 6:00:00 AM	0.465	210	8.272	210	29.706	210	92.2	8.94	210	1.33	210	0.63	210	7.96	210	0.358	210			1023.08303	210	41.9	210	56.53	210	78.5	210	25.26	210	1.82	210		999	7.357	300		999	8.341	210	8.606	330	13.8	12.7		-0.950778	-0.903505		
4/12/2023 6:15:00 AM	0.461	210	8.264	210	29.637	210	93.3	9.06	210	1.44	210	1.39	210	7.98	210	0.350	210			1023.03055	210	41.7	210	83.37	210	78.2	210	34.85	210	2.25	210		999	7.349	300		999	8.346	210	8.597	330	13.8	12.7		-0.951265	-0.903992		
4/12/2023 6:30:00 AM	0.505	210	8.265	210	29.666	210	93.0	9.02	210	1.27	210	1.54	210	7.97	210	0.356	210			1023.05286	210	42.0	210	133.41	210	77.5	210	21.36	210	3.67	210		999	7.361	300		999	8.344	210	8.610	330	13.8	12.8		-0.950573	-0.903244		
4/12/2023 6:45:00 AM	0.473	210	8.268	210	29.702	210	91.6	8.89	210	2.56	210	11.45	210	7.96	210	0.349	210			1023.08059	210	42.2	210	296.89	210	76.7	210	18.20	210	3.01	210		999	7.362	300		999	8.349	210	8.610	330	13.8	12.9		-0.950541	-0.903264		
4/12/2023 7:00:00 AM	0.493	210	8.254	210	29.706	210	91.2	8.85	210	0.87	210	0.73	210	7.96	210	0.349	210			1023.08613	210	42.8	210	332.42	210	74.6	210	123.92	210	2.26	210		999	7.333	300		999	8.343	210	8.584	330	13.8	13.2		-0.952156	-0.904776		
4/12/2023 7:15:00 AM	0.468	210	8.240	210	29.660	210	92.6	9.00	210	1.66	210	6.02	210	7.97	210	0.347	210			1023.05174	210	42.8	210	386.79	210	73.7	210	148.49	210	3.26	210		999	7.335	300		999	8.324	210	8.585	330	13.8	13.5		-0.952041	-0.904676		
4/12/2023 7:30:00 AM	0.493	210	8.249	210	29.679	210	92.8	9.01	210	2.29	210	4.49	210	7.97	210	0.353	210			1023.06570	210	42.8	210	484.91	210	71.4	210	43.91	210	4.01	210		999	7.332	300		999	8.324	210	8.581	330	13.8	13.7		-0.952203	-0.904903		
4/12/2023 7:45:00 AM	0.444	210	8.276	210	29.716	210	91.4	8.87	210	1.35	210	6.22	210	7.96	210	0.368	210			1023.09108	210	43.1	210	579.02	210	70.8	210	120.18	210	2.43	210		999	7.292	300		999	8.339	210	8.542	330	13.8	13.9		-0.954424	-0.907098		
4/12/2023 8:00:00 AM	0.509	210	8.289	210	29.698	210	91.2	8.85	210	0.75	210	2.76	210	7.96	210	0.362	210			1023.07478	210	43.8	210	925.60	210	69.6	210	13.77	210	4.03	210		999	7.335	300		999	8.348	210	8.585	330	13.8	14.5		-0.952051	-0.904702		
4/12/2023 8:15:00 AM	0.468	210	8.301	210	29.718	210	91.5	8.87	210	1.47	210	7.39	210	7.96	210	0.360	210			1023.08883	210	44.4	210	587.17	210	67.7	210	345.10	210	5.21	210		999	7.354	300		999	8.365	210	8.604	330	13.8	14.5		-0.950960	-0.903625		
4/12/2023 8:30:00 AM	0.455	210	8.285	210	29.730	210	91.6	8.88	210	0.78	210	0.45	210	7.96	210	0.371	210			1023.10002	210	44.4	210	427.67	210	68.9	210	347.53	210	4.32	210		999	7.354	300		999	8.363	210	8.604	330	13.8	13.9		-0.950992	-0.903628		
4/12/2023 8:45:00 AM	0.486	210	8.283	210	29.736	210	90.8	8.81	210	2.32	210	9.33	210	7.96	210	0.353	210			1023.10538	210	44.4	210	551.40	210	69.3	210	342.36	210	4.78	210		999	7.326	300		999	8.359	210	8.577	330	13.8	14.5		-0.952536	-0.905137		
4/12/2023 9:00:00 AM	0.484	210	8.284	210	29.745	210	90.3	8.76	210	0.58	210	0.31	210	7.95	210	0.349	210			1023.11186	210	44.9	210	636.72	210	68.1	210	334.93	210	5.59	210		999	7.345	300		999	8.356	210	8.596	330	13.8	14.5		-0.951446	-0.904126		
4/12/2023 9:15:00 AM	0.506	210	8.276	210	29.761	210	91.0	8.82	210	1.87	210	6.17	210	7.95	210	0.360	210			1023.12591	210	44.9	210	625.04	210	66.7	210	341.04	210	5.56	210		999	7.360	300		999	8.352	210	8.612	330	13.8	14.5		-0.950607	-0.903205		
4/12/2023 9:30:00 AM	0.493	210	8.254	210	29.776	210	90.4	8.77	210	0.61	210	0.32	210	7.95	210	0.356	210			1023.14050	210	45.3	210	398.63	210	66.8	210	332.77	210	6.85	210		999	7.349	300		999	8.342	210	8.601	330	13.8	14.5		-0.951255	-0.903883		
4/12/2023 9:45:00 AM	0.451	210	8.258	210	29.778	210	90.3	8.76	210	1.13	210	5.40	210	7.95	210	0.356	210			1023.14210	210	45.3	210	532.58	210	65.3	210	337.27	210	7.35	210		999	7.363	300		999	8.338	210	8.614	330	13.8	14.4		-0.950467	-0.903154		
4/12/2023 10:00:00 AM	0.502	210	8.256	210	29.787	210	89.8	8.71	210	0.52	210	0.39	210	7.95	210	0.354	210			1023.14895	210	45.6	210	1387.48	210	64.6	210	331.34	210	7.10	210		999	7.373	300		999	8.333	210	8.625	330	13.8	14.4		-0.949902	-0.902532		
4/12/2023 10:15:00 AM	0.446	210	8.264	210	29.791	210	89.7	8.70	210	0.80	210	4.19	210	7.94	210	0.357	210			1023.15131	210	46.0	210	1428.60	210	63.2	210	334.87	210	6.68	210		999	7.381	300		999	8.337	210	8.633	330	13.8	14.4		-0.949482	-0.902093		
4/12/2023 10:30:00 AM	0.485	210	8.262	210	29.792	210	89.7	8.70	210	0.58	210	1.37	210	7.94	210	0.356	210			1023.15202	210	46.4	210	1474.56	210	63.0	210	330.97	210	6.60	210		999	7.402	300		999	8.336	210	8.654	330	13.8	14.4		-0.948273	-0.900910		
4/12/2023 10:45:00 AM	0.489	210	8.289	210	29.790	210	89.8	8.71	210	0.60	210	4.34	210	7.95	210	0.364	210			1023.14678	210	46.5	210	1257.60	210	62.3	210	330.45	210	6.90	210		999	7.368	300		999	8.354	210	8.620	330	13.8	14.4		-0.950166	-0.902809		
4/12/2023 11:00:00 AM	0.457	210	8.291	210	29.786	210	90.1	8.74	210	0.62	210	1.18	210	7.95	210	0.350	210			1023.14363	210	46.7	210	1524.12	210	61.7	210	334.65	210	6.12	210		999	7.341	300		999	8.362	210	8.591	330	13.8	14.0		-0.951718	-0.904410		
4/12/2023 11:15:00 AM	0.482	210	8.342	210	29.776	210	90.8	8.79	210	0.80	210	6.58	210	7.95	210	0.360	210			1023.12870	210	46.5	210	1539.16	210	60.1	210	332.66	210	7.54	210		999	7.324	300		999	8.392	210	8.575	330	13.8	14.0		-0.952624	-0.905251		
4/12/2023 11:30:00 AM	0.476	210	8.340	210	29.773	210	91.0	8.81	210	0.65	210	1.76	210	7.95	210	0.368	210			1023.12630	210	46.4	210	1538.86	210	57.2	210	338.83	210	6.78	210		999	7.320	300		999	8.406	210	8.571	330	13.8	14.0		-0.952853	-0.905466		
4/12/2023 11:45:00 AM	0.455	210	8.381	210	29.768	210	91.4	8.84	210	0.80	210	4.96	210	7.96	210	0.355	210			1023.11670	210	46.7	210	1546.05	210	58.8	210	345.71	210	7.05	210		999	7.324	300		999	8.415	210	8.575	330	13.8	14.0		-0.952608	-0.905254		
4/12/2023 12:00:00 PM	0.499	210	8.387	210	29.762	210	91.4	8.85	210	0.68	210	1.05	210	7.96	210	0.365	210			1023.11093	210	47.3	210	1527.08	210	57.4	210	332.60	210	5.84	210		999	7.307	300		999	8.447	210	8.556	330	13.8	14.0		-0.953580	-0.906244		
4/12/2023 12:15:00 PM	0.457	210	8.402	210	29.758	210	91.5	8.85	210	0.69	210	5.90	210	7.96	210	0.351	210			1023.10536	210	47.4	210	1507.88	210	52.9	210	333.43	210	5.36	210		999	7.317	300		999	8.453	210	8.567	330	13.8	14.0		-0.953036	-0.905658		
4/12/2023 12:30:00 PM	0.472	210	8.410	210	29.747	210	91.9	8.89	210	0.52	210	0.94	210	7.96	210	0.362	210			1023.09622	210	47.8	210	1468.81	210	55.4	210	330.57	210	4.60	210		999	7.328	300		999	8.457	210	8.579	330	13.8	14.0		-0.952380	-0.904984		
4/12/2023 12:45:00 PM	0.476	210	8.541	210	29.635	210	96.0	9.26	210	1.82	210	15.50	210	8.00	210	0.329	210			1022.98917	210	48.0	210	1441.30	210	53.2	210	315.53	210	6.28	210		999	7.392	300		999	8.564	210	8.639	330	13.8	14.0		-0.948809	-0.901406		
4/12/2023 1:00:00 PM	0.507	210	8.562	210	29.586	210	97.8	9.43	210	0.61	210	0.55	210	8.01	210	0.343	210			1022.94834	210	48.0	210	1405.60	210	51.7	210	331.18	210	7.66	210		999	7.439	300		999	8.596	210	8.686	330	13.8	14.0		-0.946192	-0.898731		
4/12/2023 1:15:00 PM	0.474	210	8.584	210	29.598	210	98.0	9.45	210	1.52	210	7.24	210	8.01	210	0.348	210			1022.95458	210	48.2	210	1389.44	210	47.7	210	334.24	210	6.92	210		999	7.402	300		999	8.629	210	8.648	330	13.8	14.0		-0.948211	-0.900827		
4/12/2023 1:30:00 PM	0.448	210	8.552	210	29.634	210	96.2	9.28	210	0.53	210	0.29	210	7.99	210	0.341	210			1022.98714	210	48.7	210	1367.76	210	47.3	210	342.17	210	7.32	210		999	7.387	300		999	8.605	210	8.634	330	13.8	13.9		-0.949057	-0.901666		
4/12/2023 1:45:00 PM	0.483	210	8.511	210	29.656	210	94.9	9.16	210	1.59	210	10.84	210	7.98	210	0.356	210			1023.01008	210	48.9	210	1323.37	210	49.0	210	331.26	210	7.94	210		999	7.361	300		999	8.594	210	8.608	330	13.8	14.0		-0.950526	-0.903127		
4/12/2023 2:00:00 PM	0.520	210	8.509	210	29.660	210	94.9	9.16	210	0.49	210	0.27	210	7.98	210	0.355	210			1023.01360	210	48.9	210	1287.67	210	50.9	210	337.65	210	7.65	210		999	7.325	300		999	8.576	210	8.572	330	13.8	14.0		-0.952521	-0.905200		
4/12/2023 2:15:00 PM	0.517	210	8.414	210	29.690	210	94.0	9.09	210	1.28	210	11.01	210	7.98	210	0.345	210			1023.05083	210	48.9	210	1219.99	210	48.1	210	337.69	210	6.45	210		999	7.323	300		999	8.546	210	8.571	330	13.8	14.0		-0.952649	-0.905289		
4/12/2023 2:30:00 PM	0.435	210	8.423	210	29.694	210	93.4	9.03	210	0.56	210	0.41	210	7.97	210	0.356	210			1023.05143	210	49.2	210	1167.50	210	48.5	210	332.07	210	7.16	210		999	7.370	300		999	8.514	210	8.618	330	13.8	14.0		-0.950062	-0.902669		
4/12/2023 2:45:00 PM	0.518	210	8.449	210	29.692	210	93.9	9.08	210	0.89	210	3.49	210	7.97	210	0.351	210			1023.04766	210	49.4	210	1126.92	210	46.7	210	290.43	210	6.22	210		999	7.374	300		999	8.519	210	8.622	330	13.8	14.0		-0.949826	-0.902434		
4/12/2023 3:00:00 PM	0.497	210	8.518	210	29.681	210	94.6	9.13	210	0.77	210	1.07	210	7.98	210	0.347	210			1023.02875	210	49.6	210	1048.45	210	44.7	210	336.40	210	5.50	210		999	7.344	300		999	8.569	210	8.593	330	13.8	14.0		-0.951491	-0.904052		
4/12/2023 3:15:00 PM	0.489	210	8.509	210	29.688	210	94.5	9.12	210	0.74	210	2.17	210	7.98	210	0.350	210			1023.03577	210	50.1	210	985.94	210	47.1	210	341.73	210	5.25	210		999	7.303	300		999	8.558	210	8.552	330	13.8	14.0		-0.953784	-0.906357		
4/12/2023 3:30:00 PM	0.507	210	8.551	210	29.671	210	95.1	9.17	210	0.90	210	1.10	210	7.98	210	0.351	210			1023.01603	210	50.0	210	932.22	210	47.2	210	339.19	210	6.12	210		999	7.275	300		999	8.582	210	8.522	330	13.8	14.0		-0.955347	-0.907950		
