**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 15, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic SUNA and SeaFET sensors for are used for nitrate and high-precision pH, respectively.
* Meteorological data collection began in March , 2019 using a Vaisala WXT510 station and RM Young wind monitor HD.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* For the SUNA nitrate data, refer to ‘SUNA_ Nitrite+Nitrate_N_mg/L_final’ when available, as these data are finalized and, when feasible, corrected for drift following the methods in Pellerin et. al 2013, USGS Techniques and Methods 1-D5
* Site coordinate: Lat 47.53716, Long -122.40612 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	SUNA_Nitrite+Nitrate_mgN/L_raw	Qual_SUNA_Nitrite+Nitrate_mgN/L_raw	SUNA_Nitrite+Nitrate_mgN/L_final	Qual_SUNA_Nitrite+Nitrate_mgN/L_final	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
4/24/2023 4:00:00 AM	0.450	210	8.418	210	29.761	210	91.2	8.81	210	1.37	210	0.34	210	7.97	210	0.340	210			1023.10608	210	47.3	210	0.17	330	80.1	210	188.30	210	3.92	210		999	7.482	300		999	8.508	210	8.731	330	13.8	12.6		-0.943786	-0.896451		
4/24/2023 4:15:00 AM	0.451	210	8.383	210	29.763	210	90.9	8.79	210	1.22	210	0.33	210	7.96	210	0.337	210			1023.11265	210	47.3	210	0.17	330	80.9	210	203.61	210	3.80	210		999	7.448	300		999	8.491	210	8.697	330	13.8	12.6		-0.945689	-0.898366		
4/24/2023 4:30:00 AM	0.440	210	8.365	210	29.761	210	89.6	8.67	210	0.89	210	0.32	210	7.96	210	0.342	210			1023.11190	210	47.3	210	0.17	330	80.9	210	187.22	210	2.89	210		999	7.417	300		999	8.464	210	8.666	330	13.8	12.6		-0.947451	-0.900111		
4/24/2023 4:45:00 AM	0.472	210	8.360	210	29.763	210	89.3	8.65	210	1.12	210	0.33	210	7.96	210	0.337	210			1023.11584	210	47.3	210	0.47	330	81.0	210	207.09	210	2.80	210		999	7.412	300		999	8.447	210	8.659	330	13.8	12.7		-0.947732	-0.900493		
4/24/2023 5:00:00 AM	0.448	210	8.359	210	29.764	210	88.7	8.58	210	1.08	210	0.33	210	7.95	210	0.335	210			1023.11645	210	47.1	210	3.19	210	80.8	210	214.60	210	2.59	210		999	7.427	300		999	8.443	210	8.675	330	13.8	12.6		-0.946876	-0.899614		
4/24/2023 5:15:00 AM	0.452	210	8.362	210	29.763	210	88.9	8.61	210	1.13	210	0.34	210	7.95	210	0.331	210			1023.11533	210	46.9	210	9.40	210	80.2	210	234.41	210	3.40	210		999	7.453	300		999	8.439	210	8.702	330	13.8	12.6		-0.945406	-0.898120		
4/24/2023 5:30:00 AM	0.460	210	8.371	210	29.764	210	89.1	8.62	210	1.13	210	0.32	210	7.95	210	0.332	210			1023.11475	210	47.1	210	18.68	210	80.3	210	207.90	210	2.30	210		999	7.487	300		999	8.443	210	8.735	330	13.8	12.7		-0.943501	-0.896244		
4/24/2023 5:45:00 AM	0.459	210	8.370	210	29.764	210	89.8	8.69	210	1.05	210	0.33	210	7.96	210	0.340	210			1023.11455	210	46.9	210	44.02	210	80.5	210	214.13	210	2.89	210		999	7.490	300		999	8.443	210	8.738	330	13.8	12.6		-0.943349	-0.896104		
4/24/2023 6:00:00 AM	0.463	210	8.365	210	29.763	210	89.6	8.67	210	0.97	210	0.32	210	7.95	210	0.341	210			1023.11512	210	46.7	210	73.11	210	79.5	210	199.27	210	2.74	210		999	7.517	300		999	8.441	210	8.766	330	13.8	12.7		-0.941826	-0.894562		
4/24/2023 6:15:00 AM	0.472	210	8.365	210	29.763	210	89.8	8.69	210	1.03	210	0.32	210	7.96	210	0.333	210			1023.11505	210	46.7	210	110.04	210	80.4	210	197.21	210	3.63	210		999	7.504	300		999	8.438	210	8.752	330	13.8	12.7		-0.942561	-0.895346		
4/24/2023 6:30:00 AM	0.457	210	8.364	210	29.763	210	89.3	8.64	210	1.00	210	0.34	210	7.96	210	0.347	210			1023.11521	210	46.7	210	99.57	210	79.8	210	185.13	210	4.39	210		999	7.508	300		999	8.435	210	8.756	330	13.8	12.8		-0.942373	-0.895103		
4/24/2023 6:45:00 AM	0.475	210	8.363	210	29.763	210	89.4	8.65	210	0.98	210	0.32	210	7.95	210	0.343	210			1023.11492	210	46.9	210	78.60	210	80.4	210	206.70	210	3.50	210		999	7.509	300		999	8.437	210	8.758	330	13.8	12.8		-0.942318	-0.894998		
4/24/2023 7:00:00 AM	0.475	210	8.358	210	29.765	210	89.6	8.67	210	0.96	210	0.33	210	7.96	210	0.340	210			1023.11731	210	46.5	210	88.40	210	80.1	210	212.95	210	3.39	210		999	7.525	300		999	8.432	210	8.774	330	13.8	12.8		-0.941418	-0.894123		
4/24/2023 7:15:00 AM	0.461	210	8.367	210	29.767	210	89.4	8.65	210	0.96	210	0.33	210	7.95	210	0.338	210			1023.11762	210	46.4	210	221.85	210	79.7	210	197.24	210	2.93	210		999	7.513	300		999	8.435	210	8.762	330	13.8	12.8		-0.942083	-0.894771		
4/24/2023 7:30:00 AM	0.500	210	8.370	210	29.768	210	89.6	8.67	210	0.93	210	0.33	210	7.96	210	0.346	210			1023.11792	210	46.5	210	204.23	210	79.1	210	188.95	210	3.17	210		999	7.521	300		999	8.439	210	8.771	330	13.8	12.8		-0.941605	-0.894300		
4/24/2023 7:45:00 AM	0.483	210	8.366	210	29.765	210	89.4	8.65	210	0.93	210	0.33	210	7.95	210	0.339	210			1023.11636	210	46.5	210	291.78	210	78.7	210	205.69	210	3.78	210		999	7.532	300		999	8.438	210	8.781	330	13.8	12.9		-0.940988	-0.893719		
4/24/2023 8:00:00 AM	0.490	210	8.379	210	29.767	210	89.6	8.67	210	0.94	210	0.33	210	7.96	210	0.334	210			1023.11571	210	46.5	210	228.59	210	78.6	210	210.95	210	3.74	210		999	7.532	300		999	8.444	210	8.781	330	13.8	13.0		-0.940998	-0.893701		
4/24/2023 8:15:00 AM	0.509	210	8.380	210	29.767	210	89.8	8.69	210	0.76	210	0.31	210	7.96	210	0.337	210			1023.11582	210	46.7	210	398.35	210	78.2	210	209.94	210	1.02	210		999	7.516	300		999	8.447	210	8.766	330	13.8	13.2		-0.941879	-0.894533		
4/24/2023 8:30:00 AM	0.494	210	8.401	210	29.767	210	89.9	8.70	210	0.78	210	0.33	210	7.96	210	0.330	210			1023.11299	210	46.5	210	456.49	210	78.5	210	257.25	210	1.39	210		999	7.497	300		999	8.456	210	8.747	330	13.8	13.4		-0.942932	-0.895597		
4/24/2023 8:45:00 AM	0.496	210	8.401	210	29.766	210	90.5	8.75	210	0.77	210	0.31	210	7.96	210	0.332	210			1023.11179	210	46.7	210	435.66	210	78.3	210	261.16	210	1.04	210		999	7.489	300		999	8.466	210	8.738	330	13.8	13.5		-0.943407	-0.896105		
4/24/2023 9:00:00 AM	0.501	210	8.439	210	29.766	210	90.4	8.73	210	0.60	210	0.29	210	7.96	210	0.346	210			1023.10695	210	47.1	210	616.09	210	78.0	210	66.75	210	0.00	210		999	7.476	300		999	8.486	210	8.725	330	13.8	13.6		-0.944124	-0.896772		
4/24/2023 9:15:00 AM	0.509	210	8.487	210	29.766	210	90.3	8.72	210	0.55	210	0.32	210	7.96	210	0.338	210			1023.09976	210	48.3	210	710.22	210	75.0	210	43.29	210	0.01	210		999	7.466	300		999	8.511	210	8.715	330	13.8	14.0		-0.944676	-0.897328		
4/24/2023 9:30:00 AM	0.507	210	8.525	210	29.769	210	90.3	8.71	210	0.46	210	0.29	210	7.96	210	0.348	210			1023.09642	210	48.7	210	783.02	210	72.7	210	212.67	210	0.03	210		999	7.475	300		999	8.537	210	8.725	330	13.8	14.5		-0.944171	-0.896779		
4/24/2023 9:45:00 AM	0.508	210	8.782	210	29.784	210	90.4	8.67	210	0.50	210	0.26	210	7.96	210	0.334	210			1023.07080	210	48.5	210	454.81	210	71.7	210	112.93	210	0.28	210		999	7.485	300		999	8.582	210	8.735	330	13.8	14.1		-0.943618	-0.896182		
4/24/2023 10:00:00 AM	0.524	210	8.846	210	29.761	210	91.9	8.80	210	0.56	210	0.26	210	7.98	210	0.342	210			1023.04354	210	49.1	210	1207.38	210	70.3	210	9.37	210	0.00	210		999	7.495	300		999	8.735	210	8.743	330	13.8	14.4		-0.943014	-0.895526		
4/24/2023 10:15:00 AM	0.507	210	9.022	210	29.777	210	93.4	8.91	210	0.44	210	0.23	210	7.98	210	0.331	210			1023.03025	210	48.3	210	1473.86	210	70.1	210	332.96	210	0.24	210		999	7.538	300		999	8.818	210	8.786	330	13.8	14.4		-0.940600	-0.893087		
4/24/2023 10:30:00 AM	0.512	210	9.286	210	29.763	210	95.2	9.03	210	0.38	210	0.23	210	7.99	210	0.339	210			1022.97915	210	48.0	210	1516.57	210	69.8	210	323.94	210	0.79	210		999	7.545	300		999	8.902	210	8.792	330	13.8	14.4		-0.940163	-0.892668		
4/24/2023 10:45:00 AM	0.517	210	8.829	210	29.683	210	95.3	9.13	210	0.63	210	0.34	210	8.00	210	0.329	210			1022.98526	210	49.2	210	1596.96	210	72.0	210	326.95	210	0.00	210		999	7.532	300		999	9.031	210	8.776	330	13.8	14.3		-0.940855	-0.893336		
4/24/2023 11:00:00 AM	0.516	210	8.831	210	29.717	210	95.6	9.15	210	1.04	210	0.80	210	8.00	210	0.318	210			1023.01175	210	49.8	210	1633.72	210	69.2	210	215.27	210	0.77	210		999	7.521	300		999	8.862	210	8.767	330	13.8	14.3		-0.941502	-0.894053		
4/24/2023 11:15:00 AM	0.521	210	9.201	210	29.719	210	96.4	9.17	210	0.61	210	0.30	210	8.00	210	0.324	210			1022.95800	210	49.4	210	1652.44	210	71.4	210	189.34	210	1.42	210		999	7.496	300		999	8.972	210	8.741	330	13.8	14.2		-0.942921	-0.895385		
4/24/2023 11:30:00 AM	0.523	210	9.474	210	29.719	210	96.7	9.14	210	0.46	210	0.26	210	8.00	210	0.319	210			1022.91603	210	49.4	210	1711.12	210	76.7	210	196.13	210	2.04	210		999	7.442	300		999	9.004	210	8.687	330	13.8	14.3		-0.945931	-0.898410		
4/24/2023 11:45:00 AM	0.521	210	9.400	210	29.723	210	96.3	9.11	210	0.47	210	0.26	210	8.00	210	0.326	210			1022.93056	210	49.4	210	1722.60	210	79.1	210	187.31	210	1.86	210		999	7.395	300		999	9.161	210	8.640	330	13.8	14.0		-0.948505	-0.900902		
4/24/2023 12:00:00 PM	0.514	210	9.059	210	29.708	210	95.8	9.13	210	0.49	210	0.30	210	8.00	210	0.325	210			1022.97075	210	49.4	210	1771.39	210	78.6	210	187.10	210	1.85	210		999	7.368	300		999	9.104	210	8.613	330	13.8	13.8		-0.950019	-0.902453		
4/24/2023 12:15:00 PM	0.512	210	9.204	210	29.730	210	96.1	9.13	210	0.52	210	0.29	210	8.00	210	0.319	210			1022.96628	210	49.6	210	1760.51	210	78.5	210	163.47	210	2.07	210		999	7.359	300		999	9.039	210	8.604	330	13.8	13.8		-0.950555	-0.903002		
4/24/2023 12:30:00 PM	0.524	210	9.300	210	29.742	210	95.8	9.09	210	0.42	210	0.27	210	7.99	210	0.336	210			1022.96109	210	50.3	210	1800.91	210	77.1	210	172.02	210	1.40	210		999	7.361	300		999	9.145	210	8.606	330	13.8	13.8		-0.950429	-0.902819		
4/24/2023 12:45:00 PM	0.510	210	9.291	210	29.743	210	94.8	8.99	210	0.44	210	0.27	210	7.98	210	0.326	210			1022.96333	210	50.5	210	1783.70	210	77.1	210	190.71	210	2.27	210		999	7.414	300		999	9.164	210	8.659	330	13.8	13.9		-0.947461	-0.899862		
4/24/2023 1:00:00 PM	0.518	210	9.333	210	29.742	210	94.8	8.98	210	0.46	210	0.27	210	7.98	210	0.326	210			1022.95569	210	50.3	210	982.82	210	78.6	210	186.63	210	1.25	210		999	7.444	300		999	9.287	210	8.688	330	13.8	13.9		-0.945766	-0.898106		
4/24/2023 1:15:00 PM	0.515	210	9.808	210	29.727	210	95.4	8.95	210	0.43	210	0.24	210	7.98	210	0.324	210			1022.87040	210	51.0	210	1613.11	210	76.4	210	160.72	210	0.74	210		999	7.473	300		999	9.447	210	8.716	330	13.8	13.8		-0.944090	-0.896366		
4/24/2023 1:30:00 PM	0.521	210	9.453	210	29.756	210	95.3	9.01	210	0.39	210	0.62	210	7.98	210	0.317	210			1022.94843	210	51.2	210	1530.51	210	74.1	210	188.62	210	1.20	210		999	7.434	300		999	9.268	210	8.677	330	13.8	13.8		-0.946339	-0.898741		
4/24/2023 1:45:00 PM	0.519	210	9.676	210	29.750	210	95.6	8.99	210	0.40	210	0.27	210	7.98	210	0.311	210			1022.90884	210	51.9	210	1477.06	210	71.6	210	182.33	210	1.49	210		999	7.394	300		999	9.387	210	8.637	330	13.8	13.8		-0.948544	-0.900867		
4/24/2023 2:00:00 PM	0.521	210	10.158	210	29.738	210	96.5	8.99	210	0.38	210	0.24	210	7.99	210	0.311	210			1022.82326	210	51.8	210	1443.99	210	73.9	210	251.80	210	1.30	210		999	7.373	300		999	9.439	210	8.616	330	13.8	13.8		-0.949674	-0.901980		
4/24/2023 2:15:00 PM	0.530	210	9.099	210	29.734	210	94.7	9.02	210	0.44	210	0.30	210	7.98	210	0.324	210			1022.98520	210	52.3	210	1128.47	210	69.2	210	223.16	210	1.18	210		999	7.367	300		999	9.094	210	8.611	330	13.8	13.8		-0.950116	-0.902595		
4/24/2023 2:30:00 PM	0.516	210	8.623	210	29.740	210	92.2	8.87	210	0.55	210	0.33	210	7.96	210	0.335	210			1023.05967	210	52.7	210	760.56	210	71.2	210	179.51	210	0.85	210		999	7.341	300		999	8.882	210	8.586	330	13.8	13.8		-0.951582	-0.904213		
4/24/2023 2:45:00 PM	0.533	210	8.469	210	29.746	210	90.7	8.76	210	0.62	210	0.35	210	7.96	210	0.342	210			1023.08683	210	52.7	210	781.45	210	71.3	210	193.48	210	0.61	210		999	7.327	300		999	8.712	210	8.573	330	13.8	13.8		-0.952410	-0.905082		
4/24/2023 3:00:00 PM	0.546	210	8.432	210	29.761	210	89.6	8.66	210	0.46	210	0.40	210	7.95	210	0.344	210			1023.10352	210	53.4	210	1417.88	210	66.5	210	175.58	210	0.77	210		999	7.319	300		999	8.623	210	8.566	330	13.8	13.8		-0.952876	-0.905553		
4/24/2023 3:15:00 PM	0.531	210	8.400	210	29.759	210	89.3	8.64	210	0.63	210	0.41	210	7.95	210	0.319	210			1023.10696	210	52.1	210	570.67	210	69.9	210	189.69	210	1.09	210		999	7.343	300		999	8.564	210	8.591	330	13.8	13.8		-0.951544	-0.904226		
4/24/2023 3:30:00 PM	0.515	210	8.402	210	29.760	210	88.2	8.53	210	0.57	210	0.36	210	7.95	210	0.345	210			1023.10688	210	52.1	210	563.86	210	71.0	210	193.47	210	0.85	210		999	7.349	300		999	8.546	210	8.596	330	13.8	13.8		-0.951218	-0.903923		
