**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 15, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic SUNA and SeaFET sensors for are used for nitrate and high-precision pH, respectively.
* Meteorological data collection began in March , 2019 using a Vaisala WXT510 station and RM Young wind monitor HD.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* For the SUNA nitrate data, refer to ‘SUNA_ Nitrite+Nitrate_N_mg/L_final’ when available, as these data are finalized and, when feasible, corrected for drift following the methods in Pellerin et. al 2013, USGS Techniques and Methods 1-D5
* Site coordinate: Lat 47.53716, Long -122.40612 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	SUNA_Nitrite+Nitrate_mgN/L_raw	Qual_SUNA_Nitrite+Nitrate_mgN/L_raw	SUNA_Nitrite+Nitrate_mgN/L_final	Qual_SUNA_Nitrite+Nitrate_mgN/L_final	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
2/1/2023 3:30:00 AM	0.518	210	7.673	210	29.016	210	87.9	8.69	210	1.14	210	0.31	210	7.84	210	0.405	210			1022.62428	210	40.2	210	0.17	330	63.6	210	144.90	210	2.21	210		999	7.693	300		999	7.743	210	8.938	330	13.8	12.3		-0.932163	-0.884981		
2/1/2023 3:45:00 AM	0.517	210	7.663	210	29.027	210	87.7	8.66	210	1.22	210	0.32	210	7.84	210	0.400	210			1022.63451	210	39.9	210	0.17	330	64.5	210	133.64	210	2.22	210		999	7.690	300		999	7.743	210	8.934	330	13.8	12.2		-0.932381	-0.885215		
2/1/2023 4:00:00 AM	0.513	210	7.686	210	29.045	210	87.7	8.66	210	1.14	210	0.32	210	7.84	210	0.401	210			1022.64558	210	39.9	210	0.17	330	64.5	210	140.59	210	2.58	210		999	7.688	300		999	7.760	210	8.932	330	13.8	12.2		-0.932483	-0.885336		
2/1/2023 4:15:00 AM	0.512	210	7.729	210	29.073	210	87.6	8.64	210	1.18	210	0.32	210	7.83	210	0.404	210			1022.66178	210	39.7	210	0.17	330	64.4	210	177.64	210	0.84	210		999	7.687	300		999	7.766	210	8.931	330	13.8	12.2		-0.932541	-0.885373		
2/1/2023 4:30:00 AM	0.516	210	7.658	210	29.063	210	87.7	8.67	210	1.11	210	0.32	210	7.84	210	0.401	210			1022.66283	210	39.7	210	0.17	330	64.7	210	102.77	210	1.12	210		999	7.685	300		999	7.802	210	8.929	330	13.8	12.2		-0.932638	-0.885484		
2/1/2023 4:45:00 AM	0.506	210	7.666	210	29.050	210	87.7	8.66	210	1.16	210	0.32	210	7.84	210	0.398	210			1022.65179	210	39.7	210	0.17	330	64.5	210	114.57	210	1.81	210		999	7.687	300		999	7.750	210	8.931	330	13.8	12.2		-0.932546	-0.885395		
2/1/2023 5:00:00 AM	0.512	210	7.656	210	29.075	210	87.7	8.66	210	1.09	210	0.31	210	7.84	210	0.407	210			1022.67287	210	39.5	210	0.17	330	64.7	210	162.18	210	1.12	210		999	7.692	300		999	7.751	210	8.936	330	13.8	12.2		-0.932266	-0.885129		
2/1/2023 5:15:00 AM	0.510	210	7.672	210	29.081	210	87.6	8.65	210	1.14	210	0.30	210	7.83	210	0.403	210			1022.67586	210	39.5	210	0.17	330	62.4	210	117.74	210	1.53	210		999	7.688	300		999	7.763	210	8.932	330	13.8	12.3		-0.932482	-0.885320		
2/1/2023 5:30:00 AM	0.499	210	7.687	210	29.087	210	87.5	8.64	210	1.12	210	0.31	210	7.83	210	0.409	210			1022.67835	210	39.2	210	0.17	330	61.8	210	114.50	210	1.28	210		999	7.686	300		999	7.782	210	8.931	330	13.8	12.2		-0.932591	-0.885403		
2/1/2023 5:45:00 AM	0.497	210	7.656	210	29.101	210	87.5	8.64	210	1.07	210	0.31	210	7.83	210	0.405	210			1022.69338	210	39.7	210	0.17	330	61.7	210	145.48	210	2.50	210		999	7.682	300		999	7.879	210	8.926	330	13.8	12.3		-0.932758	-0.885575		
2/1/2023 6:00:00 AM	0.509	210	7.692	210	29.114	210	87.4	8.63	210	1.06	210	0.31	210	7.83	210	0.398	210			1022.69845	210	39.5	210	0.17	330	62.7	210	140.35	210	2.66	210		999	7.692	300		999	7.766	210	8.936	330	13.8	12.2		-0.932266	-0.885125		
2/1/2023 6:15:00 AM	0.519	210	7.681	210	29.124	210	87.1	8.60	210	1.05	210	0.30	210	7.83	210	0.406	210			1022.70791	210	39.3	210	0.17	330	60.7	210	129.58	210	2.05	210		999	7.691	300		999	7.766	210	8.935	330	13.8	12.3		-0.932309	-0.885204		
2/1/2023 6:30:00 AM	0.516	210	7.660	210	29.127	210	87.2	8.61	210	1.06	210	0.31	210	7.83	210	0.403	210			1022.71335	210	39.3	210	0.17	330	62.5	210	119.84	210	1.87	210		999	7.691	300		999	7.749	210	8.936	330	13.8	12.3		-0.932276	-0.885190		
2/1/2023 6:45:00 AM	0.521	210	7.657	210	29.134	210	87.2	8.61	210	1.07	210	0.30	210	7.83	210	0.400	210			1022.71882	210	39.2	210	0.17	330	62.0	210	116.75	210	1.14	210		999	7.693	300		999	7.726	210	8.938	330	13.8	12.2		-0.932207	-0.885104		
2/1/2023 7:00:00 AM	0.517	210	7.731	210	29.155	210	86.8	8.56	210	1.07	210	0.31	210	7.83	210	0.409	210			1022.72583	210	39.0	210	0.17	330	59.7	210	137.90	210	1.90	210		999	7.688	300		999	7.819	210	8.933	330	13.8	12.2		-0.932455	-0.885294		
2/1/2023 7:15:00 AM	0.522	210	7.676	210	29.162	210	86.9	8.57	210	1.12	210	0.31	210	7.83	210	0.416	210			1022.73845	210	39.0	210	0.66	330	60.7	210	130.24	210	1.16	210		999	7.690	300		999	7.772	210	8.935	330	13.8	12.3		-0.932336	-0.885214		
2/1/2023 7:30:00 AM	0.512	210	7.633	210	29.170	210	86.8	8.57	210	1.09	210	0.31	210	7.83	210	0.413	210			1022.75057	210	39.0	210	5.14	210	61.6	210	123.34	210	1.62	210		999	7.688	300		999	7.798	210	8.933	330	13.8	12.2		-0.932443	-0.885313		
2/1/2023 7:45:00 AM	0.521	210	7.631	210	29.186	210	86.5	8.55	210	1.11	210	0.29	210	7.83	210	0.409	210			1022.76318	210	39.2	210	17.60	210	66.0	210	147.28	210	1.77	210		999	7.681	300		999	7.838	210	8.926	330	13.8	12.3		-0.932829	-0.885676		
2/1/2023 8:00:00 AM	0.509	210	7.603	210	29.180	210	86.8	8.58	210	1.12	210	0.31	210	7.83	210	0.418	210			1022.76234	210	38.8	210	41.81	210	66.5	210	61.40	210	0.44	210		999	7.690	300		999	7.715	210	8.935	330	13.8	12.2		-0.932388	-0.885322		
2/1/2023 8:15:00 AM	0.501	210	8.015	210	29.336	210	85.6	8.38	210	0.96	210	0.31	210	7.82	210	0.414	210			1022.82915	210	38.6	210	82.79	210	67.1	210	105.77	210	0.50	210		999	7.679	300		999	7.908	210	8.926	330	13.8	12.3		-0.932916	-0.885743		
2/1/2023 8:30:00 AM	0.513	210	7.693	210	29.237	210	86.3	8.51	210	1.05	210	0.31	210	7.82	210	0.415	210			1022.79496	210	39.2	210	144.96	210	66.6	210	107.92	210	1.41	210		999	7.682	300		999	7.808	210	8.928	330	13.8	12.3		-0.932781	-0.885678		
2/1/2023 8:45:00 AM	0.504	210	7.612	210	29.175	210	86.9	8.59	210	1.04	210	0.31	210	7.83	210	0.406	210			1022.75727	210	39.2	210	248.48	210	63.0	210	130.98	210	2.35	210		999	7.688	300		999	7.739	210	8.932	330	13.8	12.3		-0.932471	-0.885441		
2/1/2023 9:00:00 AM	0.517	210	7.695	210	29.188	210	86.9	8.57	210	1.00	210	0.31	210	7.83	210	0.400	210			1022.75650	210	39.5	210	236.24	210	60.7	210	103.43	210	1.21	210		999	7.688	300		999	7.720	210	8.933	330	13.8	12.4		-0.932481	-0.885418		
2/1/2023 9:15:00 AM	0.506	210	7.664	210	29.172	210	86.9	8.58	210	1.02	210	0.31	210	7.83	210	0.411	210			1022.74755	210	39.5	210	237.92	210	58.4	210	152.19	210	2.97	210		999	7.689	300		999	7.754	210	8.934	330	13.8	12.4		-0.932418	-0.885348		
2/1/2023 9:30:00 AM	0.501	210	7.643	210	29.167	210	87.2	8.62	210	0.99	210	0.31	210	7.83	210	0.405	210			1022.74686	210	39.7	210	279.54	210	55.7	210	142.21	210	1.95	210		999	7.693	300		999	7.723	210	8.937	330	13.8	12.5		-0.932215	-0.885185		
2/1/2023 9:45:00 AM	0.502	210	7.719	210	29.187	210	87.1	8.59	210	0.87	210	0.30	210	7.83	210	0.410	210			1022.75267	210	40.4	210	365.89	210	51.7	210	152.92	210	2.08	210		999	7.690	300		999	7.784	210	8.934	330	13.8	12.5		-0.932358	-0.885302		
2/1/2023 10:00:00 AM	0.502	210	7.706	210	29.181	210	87.2	8.60	210	0.91	210	0.32	210	7.83	210	0.417	210			1022.74953	210	40.6	210	347.19	210	53.7	210	140.66	210	2.66	210		999	7.689	300		999	7.776	210	8.933	330	13.8	12.5		-0.932419	-0.885353		
2/1/2023 10:15:00 AM	0.510	210	7.639	210	29.159	210	87.6	8.65	210	0.91	210	0.30	210	7.83	210	0.410	210			1022.74053	210	40.8	210	341.64	210	54.5	210	168.35	210	2.32	210		999	7.693	300		999	7.728	210	8.937	330	13.8	12.6		-0.932166	-0.885151		
2/1/2023 10:30:00 AM	0.501	210	7.654	210	29.165	210	87.7	8.66	210	0.76	210	0.31	210	7.83	210	0.406	210			1022.74371	210	41.1	210	494.07	210	56.1	210	182.39	210	2.77	210		999	7.695	300		999	7.734	210	8.938	330	13.8	12.6		-0.932102	-0.885095		
2/1/2023 10:45:00 AM	0.518	210	7.698	210	29.170	210	87.6	8.64	210	0.69	210	0.29	210	7.83	210	0.392	210			1022.74158	210	41.5	210	628.87	210	55.6	210	177.87	210	2.78	210		999	7.694	300		999	7.760	210	8.938	330	13.8	12.6		-0.932103	-0.885067		
2/1/2023 11:00:00 AM	0.518	210	7.717	210	29.173	210	87.7	8.64	210	0.63	210	0.30	210	7.83	210	0.409	210			1022.74133	210	41.7	210	681.79	210	55.6	210	168.48	210	2.64	210		999	7.693	300		999	7.786	210	8.937	330	13.8	12.7		-0.932194	-0.885146		
2/1/2023 11:15:00 AM	0.508	210	7.754	210	29.185	210	87.6	8.63	210	0.79	210	0.31	210	7.83	210	0.416	210			1022.74635	210	41.9	210	374.13	210	57.3	210	169.51	210	2.28	210		999	7.693	300		999	7.785	210	8.938	330	13.8	12.6		-0.932152	-0.885088		
2/1/2023 11:30:00 AM	0.519	210	7.804	210	29.206	210	87.4	8.60	210	0.68	210	0.30	210	7.83	210	0.411	210			1022.75573	210	42.4	210	523.58	210	58.3	210	153.21	210	2.50	210		999	7.691	300		999	7.846	210	8.935	330	13.8	12.7		-0.932290	-0.885229		
2/1/2023 11:45:00 AM	0.508	210	7.817	210	29.214	210	87.3	8.59	210	0.72	210	0.31	210	7.83	210	0.413	210			1022.76067	210	42.8	210	957.83	210	52.4	210	170.79	210	2.83	210		999	7.688	300		999	7.872	210	8.932	330	13.8	12.7		-0.932410	-0.885353		
2/1/2023 12:00:00 PM	0.511	210	7.822	210	29.212	210	87.4	8.59	210	0.58	210	0.31	210	7.83	210	0.412	210			1022.75790	210	43.7	210	1241.67	210	52.2	210	159.05	210	2.94	210		999	7.689	300		999	7.879	210	8.933	330	13.8	12.9		-0.932380	-0.885312		
2/1/2023 12:15:00 PM	0.514	210	7.839	210	29.207	210	87.7	8.62	210	0.56	210	0.30	210	7.83	210	0.401	210			1022.75171	210	44.0	210	1115.69	210	49.8	210	163.87	210	3.54	210		999	7.690	300		999	7.896	210	8.933	330	13.8	12.9		-0.932336	-0.885267		
2/1/2023 12:30:00 PM	0.508	210	7.836	210	29.202	210	87.8	8.64	210	0.50	210	0.30	210	7.83	210	0.408	210			1022.74857	210	44.0	210	1106.11	210	53.9	210	163.04	210	3.63	210		999	7.689	300		999	7.907	210	8.932	330	13.8	12.9		-0.932344	-0.885290		
2/1/2023 12:45:00 PM	0.507	210	7.843	210	29.194	210	87.7	8.62	210	0.64	210	0.29	210	7.83	210	0.404	210			1022.74088	210	44.0	210	580.52	210	48.8	210	164.12	210	3.47	210		999	7.690	300		999	7.900	210	8.932	330	13.8	12.7		-0.932332	-0.885283		
2/1/2023 1:00:00 PM	0.506	210	7.900	210	29.210	210	87.6	8.60	210	0.62	210	0.30	210	7.83	210	0.410	210			1022.74584	210	44.2	210	743.82	210	49.9	210	166.94	210	3.17	210		999	7.690	300		999	7.941	210	8.932	330	13.8	12.8		-0.932334	-0.885284		
2/1/2023 1:15:00 PM	0.512	210	7.870	210	29.211	210	87.5	8.60	210	0.82	210	0.30	210	7.83	210	0.416	210			1022.75124	210	44.4	210	372.66	210	52.3	210	173.19	210	2.99	210		999	7.687	300		999	7.953	210	8.930	330	13.8	12.7		-0.932458	-0.885382		
2/1/2023 1:30:00 PM	0.503	210	7.855	210	29.209	210	87.7	8.61	210	0.85	210	0.31	210	7.83	210	0.408	210			1022.75122	210	44.6	210	377.45	210	51.6	210	172.60	210	2.94	210		999	7.688	300		999	7.935	210	8.930	330	13.8	12.7		-0.932439	-0.885409		
2/1/2023 1:45:00 PM	0.503	210	7.841	210	29.203	210	87.7	8.62	210	0.94	210	0.31	210	7.83	210	0.404	210			1022.74825	210	44.7	210	363.24	210	52.5	210	176.62	210	2.99	210		999	7.692	300		999	7.924	210	8.934	330	13.8	12.7		-0.932209	-0.885198		
2/1/2023 2:00:00 PM	0.511	210	7.839	210	29.202	210	87.7	8.62	210	1.03	210	0.29	210	7.83	210	0.400	210			1022.74782	210	45.1	210	368.67	210	55.1	210	168.71	210	2.31	210		999	7.693	300		999	7.915	210	8.935	330	13.8	12.6		-0.932140	-0.885112		
2/1/2023 2:15:00 PM	0.506	210	7.834	210	29.201	210	87.8	8.63	210	1.10	210	0.30	210	7.83	210	0.402	210			1022.74750	210	45.3	210	232.49	210	53.6	210	177.02	210	2.75	210		999	7.693	300		999	7.912	210	8.936	330	13.8	12.8		-0.932126	-0.885097		
2/1/2023 2:30:00 PM	0.500	210	7.825	210	29.203	210	87.8	8.63	210	1.09	210	0.30	210	7.83	210	0.405	210			1022.75047	210	45.3	210	316.66	210	52.6	210	155.76	210	2.84	210		999	7.690	300		999	7.902	210	8.933	330	13.8	12.7		-0.932334	-0.885286		
2/1/2023 2:45:00 PM	0.502	210	7.825	210	29.203	210	88.0	8.65	210	1.10	210	0.30	210	7.84	210	0.411	210			1022.75040	210	45.5	210	341.48	210	55.7	210	173.67	210	3.10	210		999	7.693	300		999	7.902	210	8.935	330	13.8	12.7		-0.932156	-0.885141		
2/1/2023 3:00:00 PM	0.509	210	7.833	210	29.205	210	88.0	8.65	210	1.03	210	0.30	210	7.84	210	0.403	210			1022.75134	210	45.8	210	470.13	210	59.2	210	182.24	210	3.46	210		999	7.696	300		999	7.906	210	8.938	330	13.8	12.7		-0.931959	-0.884958		
2/1/2023 3:15:00 PM	0.509	210	7.845	210	29.207	210	87.9	8.64	210	1.05	210	0.27	210	7.84	210	0.403	210			1022.75135	210	45.8	210	405.77	210	55.1	210	185.13	210	2.12	210		999	7.695	300		999	7.914	210	8.938	330	13.8	12.8		-0.932018	-0.885001		
2/1/2023 3:30:00 PM	0.504	210	7.823	210	29.204	210	88.2	8.68	210	1.10	210	0.29	210	7.84	210	0.404	210			1022.75217	210	46.0	210	265.19	210	55.4	210	194.17	210	2.29	210		999	7.696	300		999	7.901	210	8.939	330	13.8	12.7		-0.931962	-0.884934		
2/1/2023 3:45:00 PM	0.500	210	7.826	210	29.204	210	88.4	8.69	210	1.12	210	0.30	210	7.84	210	0.415	210			1022.75190	210	46.2	210	358.86	210	57.0	210	175.90	210	2.01	210		999	7.699	300		999	7.900	210	8.941	330	13.8	12.7		-0.931805	-0.884788		
