**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 15, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic SUNA and SeaFET sensors for are used for nitrate and high-precision pH, respectively.
* Meteorological data collection began in March , 2019 using a Vaisala WXT510 station and RM Young wind monitor HD.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* For the SUNA nitrate data, refer to ‘SUNA_ Nitrite+Nitrate_N_mg/L_final’ when available, as these data are finalized and, when feasible, corrected for drift following the methods in Pellerin et. al 2013, USGS Techniques and Methods 1-D5
* Site coordinate: Lat 47.53716, Long -122.40612 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	SUNA_Nitrite+Nitrate_mgN/L_raw	Qual_SUNA_Nitrite+Nitrate_mgN/L_raw	SUNA_Nitrite+Nitrate_mgN/L_final	Qual_SUNA_Nitrite+Nitrate_mgN/L_final	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
3/1/2023 5:15:00 AM	0.462	210	7.999	210	29.695	210	84.0	8.20	210	0.53	210	0.34	210	7.84	210	0.419	210			1023.11302	210	35.6	210	0.17	330	86.1	210	89.47	210	1.43	210		999	7.432	300		999	8.068	210	8.683	330	13.8	12.5		-0.946643	-0.899451		
3/1/2023 5:30:00 AM	0.462	210	7.985	210	29.693	210	84.0	8.20	210	0.49	210	0.33	210	7.84	210	0.424	210			1023.11327	210	35.6	210	0.17	330	85.3	210	80.79	210	1.16	210		999	7.416	300		999	8.064	210	8.667	330	13.8	12.5		-0.947574	-0.900378		
3/1/2023 5:45:00 AM	0.455	210	7.994	210	29.692	210	83.8	8.19	210	0.51	210	0.31	210	7.84	210	0.404	210			1023.11156	210	35.7	210	0.17	330	85.3	210	103.54	210	0.76	210		999	7.396	300		999	8.065	210	8.646	330	13.8	12.5		-0.948693	-0.901514		
3/1/2023 6:00:00 AM	0.463	210	7.985	210	29.694	210	83.9	8.19	210	0.48	210	0.31	210	7.84	210	0.418	210			1023.11400	210	36.5	210	0.17	330	84.1	210	156.72	210	2.24	210		999	7.403	300		999	8.065	210	8.654	330	13.8	12.5		-0.948311	-0.901096		
3/1/2023 6:15:00 AM	0.468	210	7.987	210	29.692	210	83.9	8.19	210	0.55	210	0.31	210	7.84	210	0.417	210			1023.11202	210	36.3	210	0.17	330	83.8	210	150.67	210	1.56	210		999	7.398	300		999	8.063	210	8.648	330	13.8	12.5		-0.948578	-0.901428		
3/1/2023 6:30:00 AM	0.471	210	7.988	210	29.698	210	84.0	8.20	210	0.48	210	0.32	210	7.84	210	0.428	210			1023.11676	210	36.6	210	0.29	330	83.3	210	139.74	210	2.51	210		999	7.422	300		999	8.062	210	8.673	330	13.8	12.5		-0.947225	-0.900046		
3/1/2023 6:45:00 AM	0.472	210	7.954	210	29.686	210	84.1	8.22	210	0.57	210	0.29	210	7.84	210	0.421	210			1023.11220	210	36.8	210	2.12	210	83.3	210	148.87	210	1.79	210		999	7.433	300		999	8.047	210	8.684	330	13.8	12.5		-0.946620	-0.899417		
3/1/2023 7:00:00 AM	0.476	210	7.961	210	29.687	210	84.1	8.22	210	0.52	210	0.31	210	7.84	210	0.417	210			1023.11208	210	36.8	210	7.38	210	82.5	210	129.91	210	1.99	210		999	7.424	300		999	8.044	210	8.675	330	13.8	12.5		-0.947121	-0.899942		
3/1/2023 7:15:00 AM	0.469	210	7.962	210	29.688	210	84.1	8.22	210	0.56	210	0.29	210	7.84	210	0.423	210			1023.11260	210	37.0	210	21.97	210	83.6	210	187.31	210	3.33	210		999	7.430	300		999	8.044	210	8.680	330	13.8	12.6		-0.946772	-0.899628		
3/1/2023 7:30:00 AM	0.483	210	7.960	210	29.683	210	84.2	8.23	210	0.53	210	0.32	210	7.84	210	0.431	210			1023.10853	210	36.8	210	46.78	210	84.1	210	177.21	210	3.10	210		999	7.444	300		999	8.039	210	8.694	330	13.8	12.5		-0.946010	-0.898841		
3/1/2023 7:45:00 AM	0.485	210	7.953	210	29.686	210	84.3	8.24	210	0.58	210	0.31	210	7.85	210	0.426	210			1023.11227	210	36.6	210	83.97	210	83.7	210	139.45	210	3.13	210		999	7.454	300		999	8.035	210	8.704	330	13.8	12.6		-0.945458	-0.898302		
3/1/2023 8:00:00 AM	0.469	210	7.962	210	29.688	210	84.3	8.24	210	0.49	210	0.32	210	7.85	210	0.428	210			1023.11213	210	36.5	210	127.88	210	83.5	210	141.94	210	3.27	210		999	7.466	300		999	8.030	210	8.717	330	13.8	12.6		-0.944787	-0.897621		
3/1/2023 8:15:00 AM	0.473	210	7.979	210	29.690	210	84.2	8.22	210	0.51	210	0.30	210	7.85	210	0.433	210			1023.11140	210	36.5	210	160.62	210	83.6	210	133.10	210	2.82	210		999	7.477	300		999	8.047	210	8.727	330	13.8	12.6		-0.944189	-0.897000		
3/1/2023 8:30:00 AM	0.484	210	7.985	210	29.694	210	84.1	8.22	210	0.47	210	0.30	210	7.84	210	0.425	210			1023.11353	210	36.6	210	139.33	210	83.6	210	135.83	210	3.03	210		999	7.483	300		999	8.047	210	8.734	330	13.8	12.6		-0.943821	-0.896640		
3/1/2023 8:45:00 AM	0.481	210	7.995	210	29.694	210	84.0	8.20	210	0.49	210	0.35	210	7.84	210	0.418	210			1023.11245	210	36.5	210	164.58	210	83.4	210	153.23	210	2.28	210		999	7.480	300		999	8.062	210	8.730	330	13.8	12.6		-0.944010	-0.896842		
3/1/2023 9:00:00 AM	0.485	210	7.991	210	29.694	210	84.1	8.21	210	0.46	210	0.32	210	7.84	210	0.407	210			1023.11312	210	36.6	210	176.43	210	83.1	210	141.69	210	2.73	210		999	7.476	300		999	8.063	210	8.726	330	13.8	12.7		-0.944228	-0.897084		
3/1/2023 9:15:00 AM	0.485	210	7.991	210	29.695	210	84.0	8.20	210	0.50	210	0.30	210	7.84	210	0.410	210			1023.11393	210	36.6	210	358.32	210	82.8	210	145.88	210	3.28	210		999	7.505	300		999	8.059	210	8.755	330	13.8	12.7		-0.942606	-0.895451		
3/1/2023 9:30:00 AM	0.491	210	8.014	210	29.697	210	84.0	8.20	210	0.45	210	0.31	210	7.84	210	0.419	210			1023.11205	210	36.8	210	179.61	210	82.1	210	152.06	210	3.33	210		999	7.511	300		999	8.073	210	8.761	330	13.8	12.6		-0.942283	-0.895127		
3/1/2023 9:45:00 AM	0.484	210	8.026	210	29.699	210	84.0	8.20	210	0.42	210	0.33	210	7.84	210	0.425	210			1023.11203	210	37.2	210	297.69	210	82.0	210	142.43	210	3.60	210		999	7.503	300		999	8.088	210	8.752	330	13.8	12.7		-0.942715	-0.895583		
3/1/2023 10:00:00 AM	0.479	210	8.043	210	29.701	210	83.9	8.19	210	0.35	210	0.32	210	7.84	210	0.424	210			1023.11166	210	37.4	210	397.15	210	81.8	210	150.73	210	3.55	210		999	7.510	300		999	8.103	210	8.760	330	13.8	12.7		-0.942300	-0.895139		
3/1/2023 10:15:00 AM	0.486	210	8.044	210	29.702	210	83.9	8.19	210	0.37	210	0.31	210	7.84	210	0.420	210			1023.11207	210	37.7	210	463.41	210	81.3	210	147.36	210	4.02	210		999	7.525	300		999	8.109	210	8.774	330	13.8	12.9		-0.941486	-0.894328		
3/1/2023 10:30:00 AM	0.495	210	8.039	210	29.701	210	84.0	8.19	210	0.38	210	0.32	210	7.84	210	0.426	210			1023.11230	210	37.7	210	373.67	210	80.4	210	156.36	210	5.07	210		999	7.537	300		999	8.109	210	8.786	330	13.8	12.8		-0.940823	-0.893673		
3/1/2023 10:45:00 AM	0.509	210	8.037	210	29.701	210	84.1	8.21	210	0.43	210	0.32	210	7.84	210	0.415	210			1023.11244	210	37.9	210	461.02	210	80.2	210	179.66	210	4.99	210		999	7.537	300		999	8.109	210	8.786	330	13.8	12.9		-0.940793	-0.893681		
3/1/2023 11:00:00 AM	0.479	210	8.042	210	29.702	210	84.1	8.20	210	0.38	210	0.33	210	7.84	210	0.420	210			1023.11259	210	37.7	210	364.62	210	80.3	210	179.19	210	5.07	210		999	7.530	300		999	8.112	210	8.780	330	13.8	12.9		-0.941190	-0.894035		
3/1/2023 11:15:00 AM	0.493	210	8.045	210	29.703	210	84.1	8.20	210	0.45	210	0.32	210	7.85	210	0.422	210			1023.11289	210	38.1	210	423.17	210	80.4	210	150.16	210	5.34	210		999	7.526	300		999	8.112	210	8.775	330	13.8	12.9		-0.941403	-0.894277		
3/1/2023 11:30:00 AM	0.502	210	8.058	210	29.703	210	84.1	8.20	210	0.32	210	0.31	210	7.85	210	0.415	210			1023.11135	210	37.9	210	1089.28	210	79.3	210	162.76	210	4.20	210		999	7.518	300		999	8.121	210	8.768	330	13.8	13.1		-0.941852	-0.894690		
3/1/2023 11:45:00 AM	0.494	210	8.063	210	29.700	210	84.3	8.22	210	0.34	210	0.31	210	7.85	210	0.421	210			1023.10753	210	38.1	210	836.04	210	78.4	210	164.02	210	4.45	210		999	7.519	300		999	8.128	210	8.769	330	13.8	13.3		-0.941804	-0.894600		
3/1/2023 12:00:00 PM	0.505	210	8.072	210	29.697	210	84.5	8.24	210	0.28	210	0.31	210	7.85	210	0.422	210			1023.10400	210	38.6	210	1094.10	210	77.0	210	161.45	210	4.74	210		999	7.515	300		999	8.135	210	8.765	330	13.8	13.3		-0.942015	-0.894848		
3/1/2023 12:15:00 PM	0.486	210	8.076	210	29.696	210	84.8	8.27	210	0.32	210	0.29	210	7.85	210	0.425	210			1023.10255	210	39.5	210	1373.75	210	73.3	210	159.08	210	5.09	210		999	7.511	300		999	8.143	210	8.761	330	13.8	13.4		-0.942219	-0.895032		
3/1/2023 12:30:00 PM	0.489	210	8.079	210	29.696	210	85.0	8.28	210	0.32	210	0.31	210	7.85	210	0.420	210			1023.10243	210	40.4	210	659.86	210	72.5	210	156.70	210	4.42	210		999	7.505	300		999	8.145	210	8.754	330	13.8	13.3		-0.942594	-0.895417		
3/1/2023 12:45:00 PM	0.489	210	8.068	210	29.694	210	85.1	8.30	210	0.39	210	0.30	210	7.85	210	0.429	210			1023.10249	210	41.1	210	535.44	210	70.0	210	161.20	210	5.94	210		999	7.495	300		999	8.144	210	8.744	330	13.8	13.4		-0.943142	-0.895971		
3/1/2023 1:00:00 PM	0.490	210	8.071	210	29.694	210	85.2	8.30	210	0.30	210	0.32	210	7.85	210	0.424	210			1023.10197	210	42.0	210	979.64	210	66.3	210	155.61	210	4.73	210		999	7.485	300		999	8.143	210	8.734	330	13.8	13.4		-0.943699	-0.896540		
3/1/2023 1:15:00 PM	0.511	210	8.078	210	29.694	210	85.2	8.31	210	0.36	210	0.30	210	7.85	210	0.409	210			1023.10090	210	42.6	210	697.09	210	66.8	210	158.18	210	4.53	210		999	7.481	300		999	8.146	210	8.729	330	13.8	13.4		-0.943944	-0.896840		
3/1/2023 1:30:00 PM	0.511	210	8.051	210	29.693	210	85.2	8.31	210	0.39	210	0.30	210	7.85	210	0.427	210			1023.10388	210	42.8	210	486.86	210	65.5	210	157.19	210	3.80	210		999	7.483	300		999	8.141	210	8.733	330	13.8	13.2		-0.943788	-0.896631		
3/1/2023 1:45:00 PM	0.485	210	8.054	210	29.694	210	85.0	8.29	210	0.45	210	0.30	210	7.85	210	0.419	210			1023.10455	210	43.1	210	520.63	210	63.4	210	154.67	210	4.32	210		999	7.487	300		999	8.140	210	8.736	330	13.8	13.2		-0.943576	-0.896411		
3/1/2023 2:00:00 PM	0.513	210	8.082	210	29.694	210	85.2	8.31	210	0.36	210	0.30	210	7.85	210	0.408	210			1023.10084	210	43.5	210	734.41	210	63.9	210	166.08	210	4.74	210		999	7.483	300		999	8.148	210	8.732	330	13.8	13.3		-0.943829	-0.896648		
3/1/2023 2:15:00 PM	0.500	210	8.102	210	29.697	210	85.3	8.31	210	0.44	210	0.30	210	7.85	210	0.412	210			1023.10026	210	43.7	210	435.53	210	62.3	210	179.10	210	2.21	210		999	7.491	300		999	8.156	210	8.740	330	13.8	13.2		-0.943374	-0.896234		
3/1/2023 2:30:00 PM	0.510	210	8.069	210	29.693	210	85.4	8.32	210	0.44	210	0.33	210	7.85	210	0.437	210			1023.10162	210	44.0	210	378.02	210	59.8	210	206.56	210	3.99	210		999	7.501	300		999	8.150	210	8.749	330	13.8	13.1		-0.942816	-0.895680		
3/1/2023 2:45:00 PM	0.495	210	8.062	210	29.694	210	85.2	8.31	210	0.48	210	0.30	210	7.85	210	0.418	210			1023.10336	210	44.4	210	358.88	210	60.0	210	185.54	210	3.32	210		999	7.502	300		999	8.146	210	8.751	330	13.8	13.1		-0.942764	-0.895609		
3/1/2023 3:00:00 PM	0.477	210	8.065	210	29.695	210	85.2	8.31	210	0.48	210	0.31	210	7.85	210	0.426	210			1023.10360	210	44.7	210	255.35	210	61.0	210	207.92	210	3.82	210		999	7.489	300		999	8.141	210	8.738	330	13.8	13.0		-0.943491	-0.896319		
3/1/2023 3:15:00 PM	0.503	210	8.058	210	29.694	210	85.0	8.29	210	0.50	210	0.30	210	7.85	210	0.414	210			1023.10408	210	45.1	210	343.79	210	61.4	210	192.16	210	3.00	210		999	7.490	300		999	8.138	210	8.739	330	13.8	13.1		-0.943441	-0.896255		
3/1/2023 3:30:00 PM	0.507	210	8.048	210	29.694	210	85.0	8.29	210	0.50	210	0.33	210	7.85	210	0.421	210			1023.10505	210	45.3	210	304.39	210	59.5	210	196.94	210	3.02	210		999	7.476	300		999	8.130	210	8.727	330	13.8	13.0		-0.944176	-0.896975		
3/1/2023 3:45:00 PM	0.498	210	8.041	210	29.693	210	85.2	8.31	210	0.56	210	0.30	210	7.85	210	0.421	210			1023.10578	210	45.3	210	137.14	210	60.7	210	210.96	210	3.99	210		999	7.472	300		999	8.124	210	8.721	330	13.8	12.9		-0.944438	-0.897300		
3/1/2023 4:00:00 PM	0.504	210	8.032	210	29.694	210	85.2	8.31	210	0.51	210	0.32	210	7.85	210	0.425	210			1023.10733	210	45.3	210	181.77	210	58.8	210	201.06	210	4.17	210		999	7.475	300		999	8.116	210	8.724	330	13.8	12.9		-0.944264	-0.897131		
3/1/2023 4:15:00 PM	0.482	210	8.034	210	29.694	210	85.2	8.31	210	0.54	210	0.31	210	7.85	210	0.420	210			1023.10734	210	45.3	210	185.04	210	58.5	210	194.26	210	3.58	210		999	7.479	300		999	8.112	210	8.728	330	13.8	12.9		-0.944033	-0.896922		
3/1/2023 4:30:00 PM	0.494	210	8.058	210	29.697	210	85.2	8.31	210	0.60	210	0.31	210	7.85	210	0.429	210			1023.10639	210	45.5	210	142.90	210	63.0	210	197.59	210	4.51	210		999	7.480	300		999	8.119	210	8.729	330	13.8	12.9		-0.944008	-0.896866		
3/1/2023 4:45:00 PM	0.479	210	8.067	210	29.697	210	85.4	8.32	210	0.61	210	0.37	210	7.85	210	0.413	210			1023.10470	210	45.5	210	88.38	210	60.5	210	198.09	210	4.29	210		999	7.479	300		999	8.132	210	8.728	330	13.8	12.9		-0.944020	-0.896873		
3/1/2023 5:00:00 PM	0.488	210	8.063	210	29.697	210	85.3	8.32	210	0.60	210	0.32	210	7.85	210	0.425	210			1023.10530	210	45.3	210	68.21	210	58.2	210	197.51	210	5.10	210		999	7.483	300		999	8.133	210	8.731	330	13.8	12.8		-0.943825	-0.896719		
3/1/2023 5:15:00 PM	0.523	210	7.978	210	29.665	210	85.9	8.40	210	0.76	210	0.31	210	7.86	210	0.432	210			1023.09199	210	45.5	210	45.27	210	61.0	210	202.90	210	5.98	210		999	7.497	300		999	8.100	210	8.745	330	13.8	12.8		-0.943028	-0.895937		
3/1/2023 5:30:00 PM	0.478	210	7.967	210	29.659	210	86.6	8.47	210	0.76	210	0.33	210	7.86	210	0.428	210			1023.08916	210	45.5	210	28.29	210	63.9	210	201.28	210	4.91	210		999	7.532	300		999	8.073	210	8.781	330	13.8	12.7		-0.941109	-0.893962		
