**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 15, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic SUNA and SeaFET sensors for are used for nitrate and high-precision pH, respectively.
* Meteorological data collection began in March , 2019 using a Vaisala WXT510 station and RM Young wind monitor HD.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* For the SUNA nitrate data, refer to ‘SUNA_ Nitrite+Nitrate_N_mg/L_final’ when available, as these data are finalized and, when feasible, corrected for drift following the methods in Pellerin et. al 2013, USGS Techniques and Methods 1-D5
* Site coordinate: Lat 47.53716, Long -122.40612 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	SUNA_Nitrite+Nitrate_mgN/L_raw	Qual_SUNA_Nitrite+Nitrate_mgN/L_raw	SUNA_Nitrite+Nitrate_mgN/L_final	Qual_SUNA_Nitrite+Nitrate_mgN/L_final	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
2/25/2023 5:15:00 AM	0.490	210	8.058	210	29.723	210	83.0	8.09	210	0.50	210	0.40	210	7.83	210	0.417	210			1023.12621	210	32.3	210	0.17	330	59.2	210	81.97	210	2.32	210		999	7.561	300		999	8.124	210	8.812	330	13.8	12.6		-0.939451	-0.892218		
2/25/2023 5:30:00 AM	0.494	210	8.014	210	29.688	210	83.1	8.11	210	0.47	210	0.43	210	7.83	210	0.428	210			1023.10554	210	32.1	210	0.17	330	61.1	210	53.65	210	2.18	210		999	7.523	300		999	8.121	210	8.774	330	13.8	12.6		-0.941572	-0.894328		
2/25/2023 5:45:00 AM	0.488	210	7.954	210	29.678	210	83.5	8.16	210	0.52	210	0.39	210	7.84	210	0.422	210			1023.10556	210	32.3	210	0.17	330	57.0	210	75.64	210	2.31	210		999	7.529	300		999	8.083	210	8.779	330	13.8	12.6		-0.941260	-0.894058		
2/25/2023 6:00:00 AM	0.484	210	7.979	210	29.686	210	83.3	8.14	210	0.47	210	0.41	210	7.84	210	0.423	210			1023.10871	210	32.5	210	0.17	330	57.0	210	92.67	210	2.62	210		999	7.541	300		999	8.074	210	8.792	330	13.8	12.6		-0.940611	-0.893395		
2/25/2023 6:15:00 AM	0.485	210	8.011	210	29.715	210	83.1	8.11	210	0.51	210	0.41	210	7.83	210	0.409	210			1023.12690	210	32.1	210	0.17	330	53.6	210	75.54	210	2.33	210		999	7.565	300		999	8.089	210	8.816	330	13.8	12.6		-0.939260	-0.892021		
2/25/2023 6:30:00 AM	0.480	210	8.073	210	29.720	210	82.9	8.08	210	0.46	210	0.43	210	7.83	210	0.422	210			1023.12203	210	32.1	210	0.27	330	55.2	210	89.40	210	2.55	210		999	7.493	300		999	8.109	210	8.745	330	13.8	12.6		-0.943263	-0.895979		
2/25/2023 6:45:00 AM	0.480	210	8.075	210	29.718	210	83.0	8.09	210	0.54	210	0.41	210	7.83	210	0.426	210			1023.12061	210	32.3	210	2.76	210	59.5	210	90.90	210	2.51	210		999	7.500	300		999	8.130	210	8.750	330	13.8	12.6		-0.942872	-0.895685		
2/25/2023 7:00:00 AM	0.487	210	8.069	210	29.708	210	82.9	8.08	210	0.49	210	0.44	210	7.83	210	0.420	210			1023.11352	210	32.1	210	14.72	210	56.4	210	100.91	210	2.32	210		999	7.479	300		999	8.136	210	8.730	330	13.8	12.6		-0.944038	-0.896789		
2/25/2023 7:15:00 AM	0.481	210	8.086	210	29.721	210	82.9	8.07	210	0.47	210	0.45	210	7.83	210	0.410	210			1023.12148	210	32.1	210	41.22	210	58.4	210	99.61	210	1.63	210		999	7.439	300		999	8.140	210	8.690	330	13.8	12.6		-0.946238	-0.899015		
2/25/2023 7:30:00 AM	0.494	210	8.065	210	29.722	210	83.0	8.08	210	0.45	210	0.43	210	7.83	210	0.433	210			1023.12444	210	32.7	210	75.85	210	59.0	210	86.37	210	1.97	210		999	7.420	300		999	8.139	210	8.670	330	13.8	12.6		-0.947350	-0.900121		
2/25/2023 7:45:00 AM	0.458	210	8.056	210	29.721	210	83.1	8.10	210	0.50	210	0.40	210	7.83	210	0.427	210			1023.12573	210	33.0	210	156.96	210	58.6	210	77.56	210	1.23	210		999	7.501	300		999	8.139	210	8.752	330	13.8	12.7		-0.942782	-0.895590		
2/25/2023 8:00:00 AM	0.477	210	8.062	210	29.721	210	83.1	8.10	210	0.50	210	0.43	210	7.83	210	0.428	210			1023.12479	210	33.2	210	215.30	210	60.5	210	71.94	210	1.17	210		999	7.488	300		999	8.133	210	8.738	330	13.8	12.8		-0.943549	-0.896357		
2/25/2023 8:15:00 AM	0.472	210	8.047	210	29.719	210	83.1	8.10	210	0.45	210	0.40	210	7.83	210	0.422	210			1023.12504	210	33.2	210	271.68	210	58.9	210	157.11	210	1.67	210		999	7.490	300		999	8.133	210	8.740	330	13.8	12.8		-0.943438	-0.896247		
2/25/2023 8:30:00 AM	0.471	210	8.043	210	29.719	210	83.1	8.11	210	0.38	210	0.43	210	7.83	210	0.428	210			1023.12588	210	33.4	210	321.69	210	58.7	210	138.69	210	2.10	210		999	7.470	300		999	8.130	210	8.720	330	13.8	12.9		-0.944547	-0.897372		
2/25/2023 8:45:00 AM	0.471	210	8.057	210	29.719	210	83.2	8.11	210	0.41	210	0.41	210	7.83	210	0.440	210			1023.12323	210	33.6	210	366.57	210	61.1	210	157.42	210	1.54	210		999	7.465	300		999	8.135	210	8.715	330	13.8	13.0		-0.944831	-0.897662		
2/25/2023 9:00:00 AM	0.464	210	8.052	210	29.718	210	83.1	8.10	210	0.37	210	0.36	210	7.83	210	0.423	210			1023.12393	210	33.8	210	590.26	210	61.0	210	138.26	210	1.31	210		999	7.469	300		999	8.136	210	8.719	330	13.8	13.0		-0.944600	-0.897437		
2/25/2023 9:15:00 AM	0.477	210	8.067	210	29.719	210	83.1	8.10	210	0.43	210	0.36	210	7.83	210	0.412	210			1023.12255	210	34.5	210	400.08	210	59.2	210	163.15	210	1.08	210		999	7.458	300		999	8.142	210	8.708	330	13.8	13.1		-0.945203	-0.898001		
2/25/2023 9:30:00 AM	0.469	210	8.070	210	29.720	210	83.2	8.11	210	0.35	210	0.40	210	7.84	210	0.431	210			1023.12244	210	34.5	210	528.57	210	55.0	210	149.10	210	1.17	210		999	7.482	300		999	8.139	210	8.732	330	13.8	13.1		-0.943839	-0.896688		
2/25/2023 9:45:00 AM	0.469	210	8.078	210	29.720	210	83.2	8.11	210	0.37	210	0.38	210	7.83	210	0.406	210			1023.12174	210	35.0	210	554.02	210	55.3	210	51.46	210	0.04	210		999	7.462	300		999	8.148	210	8.711	330	13.8	13.1		-0.945002	-0.897832		
2/25/2023 10:00:00 AM	0.460	210	8.101	210	29.721	210	83.2	8.10	210	0.30	210	0.38	210	7.84	210	0.412	210			1023.11943	210	35.9	210	485.86	210	52.2	210	158.34	210	0.11	210		999	7.453	300		999	8.159	210	8.703	330	13.8	13.2		-0.945470	-0.898306		
2/25/2023 10:15:00 AM	0.445	210	8.107	210	29.723	210	83.3	8.11	210	0.31	210	0.37	210	7.83	210	0.421	210			1023.11960	210	34.8	210	718.23	210	57.8	210	173.20	210	2.01	210		999	7.476	300		999	8.168	210	8.725	330	13.8	13.1		-0.944182	-0.897074		
2/25/2023 10:30:00 AM	0.458	210	8.094	210	29.720	210	83.3	8.12	210	0.29	210	0.44	210	7.84	210	0.415	210			1023.11917	210	35.4	210	770.66	210	59.6	210	197.91	210	2.30	210		999	7.506	300		999	8.168	210	8.756	330	13.8	13.3		-0.942502	-0.895316		
2/25/2023 10:45:00 AM	0.454	210	8.098	210	29.720	210	83.4	8.12	210	0.32	210	0.38	210	7.84	210	0.418	210			1023.11878	210	35.6	210	771.29	210	58.8	210	180.41	210	2.20	210		999	7.460	300		999	8.168	210	8.710	330	13.8	13.2		-0.945077	-0.897868		
2/25/2023 11:00:00 AM	0.449	210	8.109	210	29.717	210	83.5	8.13	210	0.26	210	0.43	210	7.84	210	0.419	210			1023.11508	210	35.9	210	1104.67	210	58.5	210	187.29	210	2.46	210		999	7.429	300		999	8.182	210	8.679	330	13.8	13.4		-0.946787	-0.899596		
2/25/2023 11:15:00 AM	0.450	210	8.110	210	29.720	210	83.3	8.11	210	0.30	210	0.41	210	7.83	210	0.422	210			1023.11683	210	36.3	210	1279.99	210	53.4	210	180.76	210	2.79	210		999	7.494	300		999	8.171	210	8.744	330	13.8	13.4		-0.943193	-0.896015		
2/25/2023 11:30:00 AM	0.449	210	8.123	210	29.716	210	83.5	8.12	210	0.26	210	0.41	210	7.84	210	0.407	210			1023.11183	210	36.5	210	739.32	210	52.9	210	177.42	210	2.85	210		999	7.508	300		999	8.188	210	8.758	330	13.8	13.3		-0.942405	-0.895213		
2/25/2023 11:45:00 AM	0.450	210	8.107	210	29.733	210	83.1	8.10	210	0.35	210	0.47	210	7.83	210	0.417	210			1023.12738	210	36.8	210	645.27	210	51.9	210	193.94	210	2.92	210		999	7.537	300		999	8.195	210	8.787	330	13.8	13.2		-0.940763	-0.893562		
2/25/2023 12:00:00 PM	0.443	210	8.129	210	29.727	210	83.3	8.11	210	0.27	210	0.42	210	7.84	210	0.432	210			1023.11997	210	37.0	210	682.18	210	51.8	210	169.09	210	3.52	210		999	7.497	300		999	8.191	210	8.747	330	13.8	13.3		-0.943016	-0.895798		
2/25/2023 12:15:00 PM	0.437	210	8.152	210	29.721	210	83.6	8.13	210	0.28	210	0.38	210	7.84	210	0.417	210			1023.11074	210	37.9	210	904.92	210	56.6	210	167.55	210	2.88	210		999	7.514	300		999	8.201	210	8.764	330	13.8	13.3		-0.942062	-0.894859		
2/25/2023 12:30:00 PM	0.438	210	8.204	210	29.719	210	83.7	8.14	210	0.23	210	0.36	210	7.84	210	0.407	210			1023.10253	210	38.1	210	1086.52	210	54.5	210	172.72	210	2.38	210		999	7.508	300		999	8.239	210	8.758	330	13.8	13.4		-0.942384	-0.895150		
2/25/2023 12:45:00 PM	0.432	210	8.183	210	29.715	210	83.9	8.15	210	0.27	210	0.37	210	7.84	210	0.426	210			1023.10203	210	38.6	210	979.73	210	54.3	210	175.28	210	2.80	210		999	7.525	300		999	8.251	210	8.775	330	13.8	13.4		-0.941423	-0.894194		
2/25/2023 1:00:00 PM	0.420	210	8.195	210	29.713	210	84.0	8.16	210	0.22	210	0.38	210	7.84	210	0.418	210			1023.09893	210	39.2	210	1143.38	210	57.6	210	170.14	210	3.19	210		999	7.529	300		999	8.247	210	8.779	330	13.8	13.5		-0.941191	-0.893973		
2/25/2023 1:15:00 PM	0.427	210	8.240	210	29.716	210	84.4	8.19	210	0.27	210	0.36	210	7.84	210	0.414	210			1023.09453	210	39.7	210	994.26	210	55.5	210	170.76	210	4.16	210		999	7.511	300		999	8.285	210	8.760	330	13.8	13.4		-0.942224	-0.894970		
2/25/2023 1:30:00 PM	0.423	210	8.202	210	29.714	210	84.3	8.19	210	0.27	210	0.36	210	7.84	210	0.427	210			1023.09824	210	40.2	210	625.58	210	51.6	210	170.83	210	4.40	210		999	7.491	300		999	8.275	210	8.740	330	13.8	13.3		-0.943331	-0.896094		
2/25/2023 1:45:00 PM	0.404	210	8.176	210	29.711	210	84.2	8.18	210	0.33	210	0.37	210	7.84	210	0.420	210			1023.09936	210	40.8	210	580.66	210	54.0	210	167.63	210	4.21	210		999	7.489	300		999	8.268	210	8.738	330	13.8	13.2		-0.943455	-0.896248		
2/25/2023 2:00:00 PM	0.406	210	8.171	210	29.709	210	84.3	8.20	210	0.31	210	0.39	210	7.84	210	0.429	210			1023.09908	210	41.1	210	515.63	210	50.9	210	166.51	210	3.56	210		999	7.511	300		999	8.253	210	8.760	330	13.8	13.2		-0.942237	-0.895022		
2/25/2023 2:15:00 PM	0.398	210	8.167	210	29.708	210	84.4	8.21	210	0.39	210	0.38	210	7.84	210	0.413	210			1023.09884	210	41.5	210	398.82	210	51.7	210	167.88	210	5.09	210		999	7.550	300		999	8.247	210	8.798	330	13.8	13.1		-0.940064	-0.892871		
2/25/2023 2:30:00 PM	0.413	210	8.157	210	29.708	210	84.4	8.21	210	0.38	210	0.38	210	7.84	210	0.415	210			1023.10004	210	41.9	210	418.96	210	52.9	210	161.47	210	4.86	210		999	7.584	300		999	8.233	210	8.833	330	13.8	13.1		-0.938136	-0.890943		
2/25/2023 2:45:00 PM	0.403	210	8.134	210	29.712	210	84.1	8.18	210	0.43	210	0.38	210	7.84	210	0.425	210			1023.10600	210	41.7	210	376.73	210	51.7	210	156.36	210	4.69	210		999	7.606	300		999	8.221	210	8.855	330	13.8	13.1		-0.936929	-0.889749		
2/25/2023 3:00:00 PM	0.364	210	8.154	210	29.688	210	84.8	8.25	210	0.40	210	0.37	210	7.84	210	0.428	210			1023.08477	210	41.9	210	396.46	210	50.4	210	159.31	210	4.69	210		999	7.608	300		999	8.235	210	8.856	330	13.8	13.2		-0.936829	-0.889624		
2/25/2023 3:15:00 PM	0.332	210	8.008	210	29.624	210	84.7	8.27	210	0.48	210	0.42	210	7.84	210	0.432	210			1023.05517	210	42.2	210	333.64	210	51.7	210	140.90	210	4.82	210		999	7.634	300		999	8.125	210	8.881	330	13.8	13.1		-0.935411	-0.888317		
2/25/2023 3:30:00 PM	0.460	210	8.050	210	29.630	210	84.4	8.23	210	0.48	210	0.42	210	7.84	210	0.421	210			1023.05448	210	42.4	210	237.54	210	52.3	210	148.80	210	5.02	210		999	7.644	300		999	8.124	210	8.892	330	13.8	13.0		-0.934801	-0.887721		
2/25/2023 3:45:00 PM	0.396	210	8.057	210	29.624	210	84.5	8.24	210	0.58	210	0.41	210	7.84	210	0.419	210			1023.04844	210	42.9	210	216.61	210	51.3	210	150.64	210	4.77	210		999	7.644	300		999	8.134	210	8.891	330	13.8	13.0		-0.934826	-0.887720		
