**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 15, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic SUNA and SeaFET sensors for are used for nitrate and high-precision pH, respectively.
* Meteorological data collection began in March , 2019 using a Vaisala WXT510 station and RM Young wind monitor HD.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* For the SUNA nitrate data, refer to ‘SUNA_ Nitrite+Nitrate_N_mg/L_final’ when available, as these data are finalized and, when feasible, corrected for drift following the methods in Pellerin et. al 2013, USGS Techniques and Methods 1-D5
* Site coordinate: Lat 47.53716, Long -122.40612 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	SUNA_Nitrite+Nitrate_mgN/L_raw	Qual_SUNA_Nitrite+Nitrate_mgN/L_raw	SUNA_Nitrite+Nitrate_mgN/L_final	Qual_SUNA_Nitrite+Nitrate_mgN/L_final	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
7/1/2022 3:30:00 AM	0.615	111	12.617	111	28.382	111	112.8	10.04	111	6.93	111	0.58	111	8.89	320	0.179	210			1021.34559	111	55.0	111	0.17	131	87.7	111	38.92	111	3.73	414		999	8.022	300		999	12.674	210		440	11.1	12.8	HCEP-Van	-0.912302	-0.863335		
7/1/2022 3:45:00 AM	0.617	111	12.622	111	28.382	111	113.1	10.06	111	11.23	111	5.06	111	8.88	320	0.184	210			1021.34440	111	54.8	111	0.37	131	87.4	111	18.98	111	3.56	414		999	8.002	300		999	12.685	210		440	11.1	12.8	HCEP-Van	-0.913428	-0.864468		
7/1/2022 4:00:00 AM	0.626	111	12.576	111	28.430	111	113.1	10.07	111	8.35	111	1.87	111	8.87	320	0.196	210			1021.39026	111	54.8	111	2.22	111	87.0	111	26.28	111	3.44	414		999	7.954	300		999	12.674	210		440	11.1	12.8	HCEP-Van	-0.916147	-0.867210		
7/1/2022 4:15:00 AM	0.617	111	12.616	111	28.404	111	112.4	10.01	111	9.13	111	7.44	111	8.88	320	0.183	210			1021.36262	111	54.6	111	10.26	111	86.9	111	5.64	111	3.32	414		999	7.914	300		999	12.676	210		440	11.1	12.8	HCEP-Van	-0.918413	-0.869457		
7/1/2022 4:30:00 AM	0.622	111	12.593	111	28.365	111	112.0	9.97	111	8.87	111	0.68	111	8.88	320	0.186	210			1021.33661	111	54.5	111	27.57	111	87.1	111	11.93	111	3.25	414		999	7.947	300		999	12.679	210		440	11.0	12.8	HCEP-Van	-0.916517	-0.867567		
7/1/2022 4:45:00 AM	0.627	111	12.596	111	28.368	111	112.7	10.04	111	6.86	111	4.55	111	8.88	320	0.178	210			1021.33875	111	54.6	111	82.35	111	87.3	111	337.46	111	3.44	414		999	7.948	300		999	12.679	210		440	11.1	12.9	HCEP-Van	-0.916458	-0.867486		
7/1/2022 5:00:00 AM	0.621	111	12.610	111	28.384	111	112.5	10.02	111	6.95	111	0.83	111	8.88	320	0.193	210			1021.34855	111	55.0	111	148.24	111	86.6	111	355.44	111	3.57	414		999	7.967	300		999	12.685	210		440	11.4	13.2	HCEP-Van	-0.915418	-0.866451		
7/1/2022 5:15:00 AM	0.623	111	12.601	111	28.372	111	111.3	9.91	111	7.38	111	0.91	111	8.87	320	0.178	210			1021.34078	111	55.7	111	90.95	111	86.2	111	147.24	111	3.63	414		999	8.008	300		999	12.685	210		440	11.7	13.5	HCEP-Van	-0.913076	-0.864118		
7/1/2022 5:30:00 AM	0.621	111	12.554	111	28.423	111	111.0	9.88	111	7.29	111	0.71	111	8.85	320	0.181	210			1021.38898	111	55.7	111	259.54	111	84.0	111	340.69	111	3.80	414		999	7.966	300		999	12.670	210		440	11.9	13.8	HCEP-Van	-0.915465	-0.866541		
7/1/2022 5:45:00 AM	0.608	111	12.471	111	28.479	111	111.3	9.93	111	6.36	111	0.55	111	8.87	320	0.206	210			1021.44767	111	55.9	111	283.08	111	82.7	111	12.59	111	3.63	414		999	7.983	300		999	12.621	210		440	12.1	14.2	HCEP-Van	-0.914480	-0.865652		
7/1/2022 1:00:00 PM	0.620	111	15.741	111	28.337	111	136.4	11.41	111	7.99	111	1.36	111	8.91	320	0.077	210			1020.68729	111	62.0	111	1680.75	111	76.1	111	165.72	111	6.21	414		999	8.049	300		999	14.482	210		999	11.7	13.5	HCEP-Van	-0.910178	-0.859998		
7/1/2022 1:15:00 PM	0.636	111	14.923	111	28.315	111	142.0	12.05	111	3.02	111	0.59	111	8.92	320	0.087	210			1020.84303	111	62.9	111	1660.36	111	74.2	111	174.73	111	6.24	414		999	8.146	300		999	14.588	210		999	11.7	13.6	HCEP-Van	-0.904564	-0.854511		
7/1/2022 1:30:00 PM	0.620	111	15.670	111	28.287	111	146.9	12.31	111	2.95	111	0.96	111	8.94	320	0.083	210			1020.66462	111	64.0	111	1652.06	111	74.9	111	215.75	111	6.41	414		999	8.162	300		999	14.713	210		999	11.7	13.5	HCEP-Van	-0.903605	-0.853506		
7/1/2022 1:45:00 PM	0.608	111	15.609	111	28.334	111	149.7	12.55	111	3.86	111	2.71	111	8.95	320	0.094	210			1020.71343	111	64.2	111	1624.02	111	74.4	111	180.26	111	6.33	414		999	8.162	300		999	14.911	210		999	11.7	13.4	HCEP-Van	-0.903541	-0.853304		
7/1/2022 2:00:00 PM	0.602	111	14.244	111	28.332	111	150.9	12.97	111	4.34	111	1.02	111	8.94	320	0.095	210			1020.99449	111	64.5	111	1581.53	111	73.8	111	194.17	111	6.33	414		999	8.081	300		999	14.610	210		999	11.7	13.5	HCEP-Van	-0.908274	-0.858719		
7/1/2022 2:15:00 PM	0.649	111	13.725	111	28.397	111	150.8	13.10	111	5.67	111	0.72	111	8.92	320	0.102	210			1021.14672	111	64.5	111	1535.39	111	74.3	111	204.09	111	6.35	414		999	8.167	300		999	14.208	210		999	11.7	13.6	HCEP-Van	-0.903536	-0.854663		
7/1/2022 2:30:00 PM	0.612	111	14.908	111	27.885	111	145.0	12.48	111	5.37	111	14.46	111	8.96	320	0.097	210			1020.51521	111	64.5	111	1468.80	111	74.5	111	208.12	111	6.36	414		999	8.096	300		999	14.055	210		999	11.7	13.5	HCEP-Van	-0.907617	-0.858953		
7/1/2022 2:45:00 PM	0.603	111	13.652	111	28.492	111	142.2	12.37	111	4.11	111	0.60	111	8.92	320	0.111	210			1021.23477	111	63.6	111	1402.88	111	75.4	111	208.47	111	6.38	414		999	8.088	300		999	13.980	210		440	11.7	14.0	HCEP-Van	-0.908098	-0.859020		
7/1/2022 3:00:00 PM	0.601	111	13.164	111	28.504	111	137.2	12.05	111	4.60	111	0.59	111	8.89	320	0.140	210			1021.33765	111	64.0	111	1348.47	111	75.4	111	216.54	111	6.35	414		999	8.076	300		999	13.766	210		440	11.7	13.5	HCEP-Van	-0.908830	-0.860055		
7/1/2022 3:15:00 PM	0.621	111	14.403	111	28.341	111	139.1	11.96	111	5.53	111	0.65	111	8.93	320	0.101	210			1020.96893	111	62.4	111	1270.16	111	75.1	111	323.63	111	6.84	414		999	8.102	300		999	14.022	210		440	11.7	13.6	HCEP-Van	-0.907299	-0.857914		
7/1/2022 3:30:00 PM	0.618	111	13.495	111	28.506	111	136.7	11.95	111	4.86	111	0.66	111	8.91	320	0.130	210			1021.27545	111	61.1	111	1212.31	111	79.7	111	318.69	111	6.80	414		999	8.023	300		999	13.734	210		440	11.8	14.0	HCEP-Van	-0.911861	-0.862990		
7/1/2022 3:45:00 PM	0.609	111	14.775	111	28.433	111	140.2	11.97	111	5.20	111	0.69	111	8.94	320	0.106	210			1020.96437	111	60.9	111	1140.19	111	79.9	111	323.87	111	6.81	414		999	8.075	300		999	13.894	210		440	12.3	13.4	HCEP-Van	-0.908865	-0.859613		
7/1/2022 4:00:00 PM	0.620	111	15.464	111	28.403	111	146.8	12.34	111	3.99	111	0.63	111	8.96	320	0.096	210			1020.79701	111	60.9	111	1084.90	111	80.3	111	313.71	111	6.78	414		999	8.135	300		999	14.390	210		440	11.7	13.4	HCEP-Van	-0.905280	-0.855180		
7/1/2022 4:15:00 PM	0.616	111	14.905	111	28.423	111	147.4	12.51	111	4.75	111	1.91	111	8.93	320	0.098	210			1020.92970	111	61.1	111	1001.00	111	78.7	111	318.06	111	6.75	414		999	8.080	300		999	14.550	210		440	11.8	13.4	HCEP-Van	-0.908395	-0.858330		
7/1/2022 4:30:00 PM	0.579	111	14.949	111	28.443	111	142.5	12.12	111	4.64	111	0.79	111	8.98	320	0.097	210			1020.93568	111	61.1	111	956.34	111	77.8	111	321.41	111	6.74	414		999	8.082	300		999	14.302	210		440	11.8	13.4	HCEP-Van	-0.908338	-0.858805		
7/1/2022 4:45:00 PM	0.582	111	13.706	111	28.562	111	137.4	11.92	111	5.12	111	12.49	111	8.87	320	0.154	210			1021.27777	111	61.8	111	875.28	111	76.0	111	322.23	111	6.75	414		999	7.994	300		999	14.213	210		440	11.8	13.5	HCEP-Van	-0.913405	-0.864086		
7/1/2022 5:00:00 PM	0.610	111	13.221	111	28.606	111	126.6	11.10	111	3.99	111	0.62	111	8.85	320	0.173	210			1021.40548	111	61.1	111	787.76	111	76.6	111	326.44	111	6.71	414		999	7.998	300		999	13.955	210		440	12.0	13.5	HCEP-Van	-0.913234	-0.864388		
7/1/2022 5:15:00 PM	0.607	111	13.435	111	28.528	111	123.3	10.79	111	5.88	111	11.06	111	8.86	320	0.168	210			1021.30388	111	61.7	111	697.45	111	74.7	111	319.77	111	6.66	414		999	7.990	300		999	13.747	210		440	11.8	13.6	HCEP-Van	-0.913785	-0.865083		
7/1/2022 5:30:00 PM	0.598	111	13.836	111	28.576	111	125.0	10.84	111	5.63	111	0.84	111	8.90	320	0.153	210			1021.26310	111	61.7	111	633.33	111	75.0	111	316.64	111	6.63	414		999	8.033	300		999	13.796	210		440	11.7	13.8	HCEP-Van	-0.911277	-0.862231		
7/1/2022 5:45:00 PM	0.599	111	13.689	111	28.582	111	127.4	11.07	111	7.65	111	17.69	111	8.89	320	0.147	210			1021.29669	111	61.3	111	575.10	111	74.4	111	317.36	111	6.62	414		999	8.038	300		999	13.758	210		440	11.7	13.6	HCEP-Van	-0.911005	-0.861947		
7/1/2022 6:00:00 PM	0.577	111	13.241	111	28.595	111	127.6	11.19	111	6.23	111	0.58	111	8.85	320	0.176	210			1021.39337	111	61.5	111	493.38	111	73.0	111	321.97	111	6.61	414		999	8.030	300		999	13.658	210		440	11.7	13.6	HCEP-Van	-0.911536	-0.862637		
7/1/2022 6:15:00 PM	0.617	111	12.970	111	28.666	111	121.3	10.69	111	6.52	111	1.59	111	8.82	320	0.207	210			1021.49949	111	61.8	111	415.76	111	72.5	111	327.14	111	6.63	414		999	7.989	300		999	13.481	210		440	11.7	14.1	HCEP-Van	-0.913903	-0.865209		
7/1/2022 6:30:00 PM	0.591	111	12.692	111	28.677	111	116.7	10.34	111	6.55	111	0.67	111	8.80	320	0.220	210			1021.55935	111	61.7	111	332.61	111	72.2	111	311.81	111	6.59	414		999	7.968	300		999	13.267	210		440	11.7	14.0	HCEP-Van	-0.915153	-0.866696		
7/1/2022 6:45:00 PM	0.605	111	12.443	111	28.696	111	113.7	10.13	111	6.55	111	0.86	111	8.80	320	0.228	210			1021.62067	111	61.3	111	266.12	111	72.4	111	316.78	111	6.60	414		999	7.939	300		999	13.033	210		440	11.8	13.6	HCEP-Van	-0.916851	-0.868582		
7/1/2022 7:00:00 PM	0.616	111	12.368	111	28.703	111	111.4	9.94	111	5.89	111	0.73	111	8.79	320	0.227	210			1021.63916	111	60.9	111	199.98	111	73.0	111	322.05	111	6.61	414		999	7.955	300		999	12.842	210		440	12.0	14.2	HCEP-Van	-0.916049	-0.867864		
7/1/2022 7:15:00 PM	0.594	111	12.372	111	28.703	111	109.5	9.78	111	5.96	111	0.47	111	8.77	320	0.219	210			1021.63874	111	60.6	111	132.46	111	73.4	111	323.72	111	6.61	414		999	7.944	300		999	12.718	210		440	11.9	13.8	HCEP-Van	-0.916705	-0.868476		
7/1/2022 7:30:00 PM	0.576	111	12.408	111	28.703	111	108.8	9.71	111	5.32	111	0.46	111	8.78	320	0.224	210			1021.63183	111	60.6	111	72.89	111	73.3	111	331.47	111	6.62	414		999	7.951	300		999	12.640	210		440	11.8	13.7	HCEP-Van	-0.916309	-0.867981		
7/1/2022 7:45:00 PM	0.592	111	12.479	111	28.696	111	109.7	9.77	111	6.65	111	1.00	111	8.79	320	0.220	210			1021.61369	111	59.7	111	36.40	111	75.9	111	330.21	111	6.61	414		999	7.962	300		999	12.618	210		440	11.6	13.4	HCEP-Van	-0.915706	-0.867292		
7/1/2022 9:45:00 PM	0.597	111	13.129	111	28.478	111	127.7	11.23	111	26.29	111	3.97	111	8.94	320	0.111	210			1021.32382	111	57.7	111	0.17	131	81.7	111	314.52	111	6.45	414		999	8.072	300		999	13.052	210		440	11.1	12.9	HCEP-Van	-0.909332	-0.860226		
7/1/2022 10:00:00 PM	0.615	111	13.275	111	28.474	111	130.6	11.45	111	28.60	111	3.00	111	8.96	320	0.113	210			1021.29284	111	58.4	111	0.17	131	79.9	111	223.89	111	5.92	414		999	8.116	300		999	13.160	210		440	11.1	12.9	HCEP-Van	-0.906770	-0.857550		
7/1/2022 10:15:00 PM	0.598	111	13.001	111	28.550	111	128.6	11.34	111	16.92	111	1.18	111	8.93	320	0.150	210			1021.40409	111	58.4	111	0.17	131	79.1	111	339.92	111	6.01	414		999	8.055	300		999	13.115	210		440	11.1	12.9	HCEP-Van	-0.910289	-0.861236		
7/1/2022 10:30:00 PM	0.592	111	13.098	111	28.496	111	127.8	11.25	111	17.30	111	1.91	111	8.94	320	0.131	210			1021.34412	111	57.9	111	0.17	131	80.6	111	324.64	111	6.15	414		999	8.100	300		999	13.148	210		440	11.1	12.9	HCEP-Van	-0.907704	-0.858644		
7/1/2022 10:45:00 PM	0.617	111	12.923	111	28.499	111	128.9	11.38	111	26.00	111	2.19	111	8.94	320	0.112	210			1021.37921	111	57.9	111	0.17	131	80.7	111	321.33	111	6.20	414		999	8.077	300		999	13.113	210		440	11.1	12.9	HCEP-Van	-0.909035	-0.860069		
7/1/2022 11:00:00 PM	0.599	111	13.072	111	28.484	111	126.3	11.13	111	30.13	111	1.92	111	8.95	320	0.112	210			1021.33931	111	57.0	111	0.17	131	83.2	111	325.87	111	5.99	414		999	8.043	300		999	13.071	210		440	11.1	12.8	HCEP-Van	-0.910973	-0.862059		
7/1/2022 11:15:00 PM	0.613	111	12.628	111	28.552	111	125.5	11.14	111	9.08	111	0.65	111	8.89	320	0.169	210			1021.47500	111	57.0	111	0.17	131	83.3	111	320.48	111	6.11	414		999	8.022	300		999	13.004	210		440	11.1	12.8	HCEP-Van	-0.912147	-0.863329		
7/1/2022 11:30:00 PM	0.604	111	12.411	111	28.677	111	118.4	10.56	111	7.19	111	0.58	111	8.86	320	0.203	210			1021.61130	111	56.8	111	0.17	131	84.3	111	316.53	111	6.19	414		999	7.956	300		999	12.848	210		440	11.1	12.9	HCEP-Van	-0.915974	-0.867440		
7/1/2022 11:45:00 PM	0.576	111	12.421	111	28.617	111	113.0	10.09	111	7.71	111	0.58	111	8.87	320	0.173	210			1021.56305	111	56.4	111	0.16	131	85.4	111	313.23	111	6.23	414		999	7.980	300		999	12.751	210		440	11.1	12.9	HCEP-Van	-0.914625	-0.866105		
7/2/2022 12:00:00 AM	0.600	111	12.459	111	28.611	111	112.9	10.07	111	8.33	111	0.60	111	8.87	320	0.177	210			1021.55191	111	56.3	111	0.16	131	85.9	111	314.57	111	6.26	414		999	7.982	300		999	12.664	210		999	11.1	12.8	HCEP-Van	-0.914547	-0.866034		
