**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 15, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic SUNA and SeaFET sensors for are used for nitrate and high-precision pH, respectively.
* Meteorological data collection began in March , 2019 using a Vaisala WXT510 station and RM Young wind monitor HD.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* For the SUNA nitrate data, refer to ‘SUNA_ Nitrite+Nitrate_N_mg/L_final’ when available, as these data are finalized and, when feasible, corrected for drift following the methods in Pellerin et. al 2013, USGS Techniques and Methods 1-D5
* Site coordinate: Lat 47.53716, Long -122.40612 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	SUNA_Nitrite+Nitrate_mgN/L_raw	Qual_SUNA_Nitrite+Nitrate_mgN/L_raw	SUNA_Nitrite+Nitrate_mgN/L_final	Qual_SUNA_Nitrite+Nitrate_mgN/L_final	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
4/17/2023 3:30:00 AM	0.439	210	8.312	210	29.564	210	90.9	8.82	210	1.08	210	0.27	210	7.97	210	0.348	210			1022.96517	210	41.9	210	0.17	330	71.1	210	132.05	210	2.20	210		999	7.228	300		999	8.332	210	8.480	210	13.8	12.6		-0.958002	-0.910426		
4/17/2023 3:45:00 AM	0.432	210	8.359	210	29.522	210	92.9	9.00	210	1.41	210	0.29	210	7.98	210	0.344	210			1022.92578	210	41.9	210	0.17	330	70.1	210	129.84	210	1.37	210		999	7.230	300		999	8.413	210	8.479	210	13.8	12.6		-0.957902	-0.910374		
4/17/2023 4:00:00 AM	0.433	210	8.489	210	29.447	210	95.6	9.24	210	1.43	210	0.30	210	8.00	210	0.337	210			1022.84850	210	41.7	210	0.17	330	71.3	210	79.92	210	1.57	210		999	7.381	300		999	8.502	210	8.629	330	13.8	12.7		-0.949417	-0.901901		
4/17/2023 4:15:00 AM	0.439	210	8.582	210	29.358	210	98.1	9.48	210	1.78	210	0.26	210	8.03	210	0.324	210			1022.76606	210	41.1	210	0.17	330	70.8	210	87.10	210	2.46	210		999	7.399	300		999	8.596	210	8.644	330	13.8	12.7		-0.948410	-0.900900		
4/17/2023 4:30:00 AM	0.438	210	8.585	210	29.402	210	97.6	9.42	210	1.70	210	0.26	210	8.02	210	0.329	210			1022.79996	210	41.3	210	0.17	330	71.0	210	113.54	210	1.53	210		999	7.446	300		999	8.611	210	8.691	330	13.8	12.7		-0.945777	-0.898261		
4/17/2023 4:45:00 AM	0.445	210	8.593	210	29.384	210	97.7	9.43	210	1.78	210	0.26	210	8.02	210	0.333	210			1022.78562	210	42.2	210	0.17	330	65.6	210	131.19	210	3.79	210		999	7.512	300		999	8.620	210	8.756	330	13.8	12.6		-0.942102	-0.894635		
4/17/2023 5:00:00 AM	0.428	210	8.559	210	29.416	210	97.3	9.40	210	1.64	210	0.26	210	8.02	210	0.329	210			1022.81482	210	42.4	210	0.57	330	65.3	210	130.75	210	2.75	210		999	7.577	300		999	8.629	210	8.822	330	13.8	12.6		-0.938437	-0.890927		
4/17/2023 5:15:00 AM	0.432	210	8.531	210	29.413	210	96.9	9.36	210	1.71	210	0.24	210	8.01	210	0.327	210			1022.81596	210	42.4	210	4.33	210	64.9	210	82.14	210	2.16	210		999	7.565	300		999	8.613	210	8.810	330	13.8	12.6		-0.939143	-0.891654		
4/17/2023 5:30:00 AM	0.426	210	8.480	210	29.448	210	95.4	9.23	210	1.55	210	0.26	210	8.00	210	0.337	210			1022.85052	210	42.0	210	24.61	210	64.3	210	68.12	210	3.13	210		999	7.555	300		999	8.550	210	8.801	330	13.8	12.7		-0.939690	-0.892217		
4/17/2023 5:45:00 AM	0.408	210	8.460	210	29.473	210	95.5	9.24	210	1.64	210	0.26	210	8.00	210	0.325	210			1022.87305	210	41.5	210	71.32	210	68.3	210	86.17	210	2.53	210		999	7.542	300		999	8.555	210	8.788	330	13.8	12.7		-0.940408	-0.892950		
4/17/2023 6:00:00 AM	0.416	210	8.491	210	29.473	210	96.3	9.31	210	1.64	210	0.26	210	8.01	210	0.330	210			1022.86900	210	41.5	210	100.63	210	67.8	210	79.28	210	5.31	210		999	7.540	300		999	8.585	210	8.786	330	13.8	12.8		-0.940509	-0.893041		
4/17/2023 6:15:00 AM	0.413	210	8.541	210	29.379	210	98.1	9.48	210	1.59	210	0.23	210	8.02	210	0.327	210			1022.78821	210	41.7	210	232.20	210	68.2	210	86.21	210	4.04	210		999	7.520	300		999	8.611	210	8.765	330	13.8	13.1		-0.941624	-0.894147		
4/17/2023 6:30:00 AM	0.416	210	8.552	210	29.407	210	97.4	9.41	210	1.42	210	0.25	210	8.02	210	0.335	210			1022.80825	210	42.6	210	291.98	210	65.2	210	84.60	210	4.18	210		999	7.481	300		999	8.602	210	8.725	330	13.8	13.2		-0.943846	-0.896366		
4/17/2023 6:45:00 AM	0.402	210	8.512	210	29.468	210	96.7	9.34	210	1.02	210	0.24	210	8.01	210	0.333	210			1022.86170	210	43.5	210	381.61	210	62.3	210	90.14	210	3.81	210		999	7.499	300		999	8.593	210	8.745	330	13.8	13.4		-0.942815	-0.895338		
4/17/2023 7:00:00 AM	0.418	210	8.549	210	29.422	210	97.1	9.38	210	1.20	210	0.24	210	8.02	210	0.318	210			1022.82044	210	44.0	210	279.68	210	62.2	210	102.87	210	4.79	210		999	7.478	300		999	8.599	210	8.723	330	13.8	13.7		-0.944018	-0.896503		
4/17/2023 7:15:00 AM	0.415	210	8.602	210	29.399	210	97.8	9.44	210	1.01	210	0.24	210	8.02	210	0.327	210			1022.79535	210	44.2	210	498.20	210	59.6	210	81.51	210	4.09	210		999	7.483	300		999	8.631	210	8.728	330	13.8	13.8		-0.943678	-0.896210		
4/17/2023 7:30:00 AM	0.414	210	8.626	210	29.398	210	98.5	9.50	210	0.89	210	0.24	210	8.02	210	0.319	210			1022.79104	210	45.1	210	595.71	210	56.5	210	83.88	210	3.87	210		999	7.453	300		999	8.669	210	8.698	330	13.8	14.0		-0.945354	-0.897850		
4/17/2023 7:45:00 AM	0.391	210	8.675	210	29.338	210	99.3	9.57	210	0.91	210	0.23	210	8.03	210	0.320	210			1022.73661	210	46.0	210	766.69	210	52.8	210	103.32	210	3.43	210		999	7.500	300		999	8.710	210	8.743	330	13.8	14.5		-0.942731	-0.895224		
4/17/2023 8:00:00 AM	0.402	210	8.672	210	29.357	210	99.1	9.55	210	0.88	210	0.23	210	8.03	210	0.323	210			1022.75197	210	46.5	210	657.18	210	50.3	210	119.93	210	3.57	210		999	7.515	300		999	8.716	210	8.759	330	13.8	14.6		-0.941896	-0.894367		
4/17/2023 8:15:00 AM	0.407	210	8.705	210	29.308	210	100.5	9.68	210	1.03	210	0.23	210	8.04	210	0.324	210			1022.70882	210	47.1	210	616.86	210	51.1	210	115.31	210	3.81	210		999	7.507	300		999	8.756	210	8.749	330	13.8	14.5		-0.942329	-0.894815		
4/17/2023 8:30:00 AM	0.388	210	8.701	210	29.316	210	100.4	9.68	210	0.82	210	0.22	210	8.04	210	0.328	210			1022.71597	210	46.9	210	763.27	210	55.7	210	156.33	210	3.29	210		999	7.558	300		999	8.772	210	8.800	330	13.8	14.4		-0.939479	-0.891939		
4/17/2023 8:45:00 AM	0.379	210	8.742	210	29.293	210	100.8	9.70	210	0.92	210	0.22	210	8.05	210	0.328	210			1022.69176	210	45.5	210	780.39	210	61.2	210	179.13	210	3.07	210		999	7.636	300		999	8.778	210	8.878	330	13.8	14.5		-0.935121	-0.887573		
4/17/2023 9:00:00 AM	0.384	210	8.760	210	29.198	210	102.7	9.89	210	1.19	210	0.25	210	8.06	210	0.323	210			1022.61516	210	45.6	210	641.72	210	64.0	210	192.80	210	3.19	210		999	7.706	300		999	8.819	210	8.946	330	13.8	14.4		-0.931192	-0.883639		
4/17/2023 9:15:00 AM	0.390	210	8.753	210	29.230	210	102.8	9.90	210	1.33	210	0.24	210	8.06	210	0.327	210			1022.64107	210	45.5	210	563.16	210	62.0	210	194.61	210	3.23	210		999	7.717	300		999	8.789	210	8.959	330	13.8	14.4		-0.930565	-0.883002		
4/17/2023 9:30:00 AM	0.370	210	8.751	210	29.242	210	102.2	9.84	210	0.90	210	0.25	210	8.06	210	0.309	210			1022.65065	210	45.6	210	863.32	210	59.3	210	191.21	210	3.88	210		999	7.659	300		999	8.812	210	8.901	330	13.8	14.4		-0.933834	-0.886202		
4/17/2023 9:45:00 AM	0.362	210	8.770	210	29.264	210	101.8	9.80	210	1.09	210	0.22	210	8.05	210	0.323	210			1022.66486	210	46.2	210	675.58	210	58.8	210	187.43	210	2.78	210		999	7.511	300		999	8.827	210	8.754	330	13.8	14.5		-0.942077	-0.894415		
4/17/2023 10:00:00 AM	0.380	210	8.802	210	29.261	210	102.1	9.82	210	1.22	210	0.23	210	8.05	210	0.310	210			1022.65809	210	46.5	210	517.43	210	56.7	210	201.34	210	2.26	210		999	7.436	300		999	8.845	210	8.680	330	13.8	14.4		-0.946262	-0.898538		
4/17/2023 10:15:00 AM	0.378	210	8.794	210	29.274	210	102.1	9.82	210	1.65	210	0.22	210	8.05	210	0.310	210			1022.66962	210	46.7	210	388.56	210	58.5	210	227.47	210	3.00	210		999	7.397	300		999	8.873	210	8.642	330	13.8	14.4		-0.948448	-0.900656		
4/17/2023 10:30:00 AM	0.376	210	8.740	210	29.324	210	102.0	9.81	210	1.82	210	0.51	210	8.05	210	0.320	210			1022.71644	210	46.9	210	507.23	210	55.9	210	340.64	210	1.25	210		999	7.383	300		999	8.851	210	8.628	330	13.8	14.5		-0.949263	-0.901504		
4/17/2023 10:45:00 AM	0.375	210	8.751	210	29.326	210	100.9	9.71	210	1.71	210	0.24	210	8.04	210	0.327	210			1022.71623	210	47.3	210	438.54	210	53.5	210	48.85	210	1.57	210		999	7.381	300		999	8.821	210	8.627	330	13.8	14.1		-0.949351	-0.901577		
4/17/2023 11:00:00 AM	0.359	210	8.670	210	29.403	210	99.9	9.62	210	1.47	210	0.28	210	8.03	210	0.326	210			1022.78864	210	48.0	210	418.35	210	53.7	210	177.03	210	0.58	210		999	7.392	300		999	8.763	210	8.639	330	13.8	14.0		-0.948742	-0.901019		
4/17/2023 11:15:00 AM	0.367	210	8.584	210	29.498	210	97.8	9.44	210	1.64	210	0.25	210	8.02	210	0.329	210			1022.87499	210	48.0	210	329.05	210	58.7	210	189.47	210	1.49	210		999	7.395	300		999	8.733	210	8.645	330	13.8	14.0		-0.948577	-0.900841		
4/17/2023 11:30:00 AM	0.360	210	8.614	210	29.485	210	97.2	9.37	210	1.53	210	0.32	210	8.01	210	0.329	210			1022.86036	210	48.0	210	302.44	210	57.7	210	171.64	210	1.80	210		999	7.415	300		999	8.689	210	8.665	330	13.8	14.0		-0.947470	-0.899743		
4/17/2023 11:45:00 AM	0.359	210	8.629	210	29.461	210	97.3	9.38	210	1.44	210	0.25	210	8.02	210	0.328	210			1022.83975	210	48.0	210	283.12	210	52.6	210	109.87	210	1.58	210		999	7.464	300		999	8.701	210	8.713	330	13.8	14.0		-0.944766	-0.897012		
4/17/2023 12:00:00 PM	0.353	210	8.543	210	29.544	210	97.0	9.36	210	1.49	210	0.25	210	8.01	210	0.325	210			1022.91694	210	49.8	210	294.80	210	50.3	210	190.22	210	3.36	210		999	7.454	300		999	8.652	210	8.704	330	13.8	14.1		-0.945299	-0.897614		
4/17/2023 12:15:00 PM	0.350	210	8.547	210	29.539	210	96.4	9.30	210	1.38	210	0.23	210	8.01	210	0.333	210			1022.91215	210	49.6	210	312.24	210	47.7	210	133.07	210	2.58	210		999	7.493	300		999	8.640	210	8.742	330	13.8	14.0		-0.943163	-0.895492		
4/17/2023 12:30:00 PM	0.349	210	8.481	210	29.589	210	95.5	9.22	210	1.15	210	0.24	210	7.99	210	0.333	210			1022.96103	210	50.3	210	308.76	210	45.0	210	145.02	210	5.29	210		999	7.481	300		999	8.593	210	8.731	330	13.8	14.1		-0.943847	-0.896192		
4/17/2023 12:45:00 PM	0.341	210	8.464	210	29.603	210	94.4	9.12	210	1.32	210	0.22	210	7.99	210	0.349	210			1022.97479	210	50.9	210	291.79	210	43.7	210	147.51	210	4.31	210		999	7.459	300		999	8.570	210	8.710	330	13.8	14.0		-0.945067	-0.897431		
4/17/2023 1:00:00 PM	0.355	210	8.493	210	29.578	210	94.8	9.16	210	1.19	210	0.22	210	7.99	210	0.329	210			1022.95093	210	50.9	210	233.27	210	45.6	210	126.51	210	4.38	210		999	7.446	300		999	8.574	210	8.697	330	13.8	14.1		-0.945812	-0.898143		
4/17/2023 1:15:00 PM	0.352	210	8.462	210	29.609	210	94.9	9.18	210	1.50	210	0.25	210	7.99	210	0.333	210			1022.97905	210	50.1	210	195.69	210	50.1	210	163.13	210	7.32	210		999	7.433	300		999	8.579	210	8.684	330	13.8	14.0		-0.946495	-0.898884		
4/17/2023 1:30:00 PM	0.347	210	8.442	210	29.622	210	94.3	9.12	210	1.38	210	0.26	210	7.99	210	0.338	210			1022.99239	210	49.1	210	165.53	210	55.9	210	183.70	210	8.94	210		999	7.485	300		999	8.546	210	8.735	330	13.8	14.1		-0.943624	-0.896034		
4/17/2023 1:45:00 PM	0.319	210	8.525	210	29.516	210	95.5	9.23	210	1.99	210	0.26	210	8.01	210	0.330	210			1022.89785	210	49.1	210	183.73	210	54.9	210	132.62	210	8.38	210		999	7.546	300		999	8.564	210	8.794	330	13.8	14.0		-0.940197	-0.892662		
4/17/2023 2:00:00 PM	0.338	210	8.512	210	29.527	210	96.1	9.29	210	1.81	210	0.26	210	8.01	210	0.333	210			1022.90778	210	48.5	210	236.79	210	60.5	210	182.85	210	6.83	210		999	7.637	300		999	8.574	210	8.886	330	13.8	14.0		-0.935101	-0.887536		
4/17/2023 2:15:00 PM	0.359	210	8.491	210	29.550	210	95.9	9.27	210	1.48	210	0.26	210	8.00	210	0.332	210			1022.92903	210	49.1	210	428.45	210	54.0	210	159.18	210	2.16	210		999	7.653	300		999	8.570	210	8.902	330	13.8	14.1		-0.934222	-0.886639		
4/17/2023 2:30:00 PM	0.316	210	8.560	210	29.477	210	96.7	9.33	210	1.88	210	0.26	210	8.01	210	0.331	210			1022.86194	210	48.7	210	324.61	210	64.3	210	175.52	210	4.19	210		999	7.576	300		999	8.582	210	8.825	330	13.8	14.0		-0.938504	-0.890888		
4/17/2023 2:45:00 PM	0.310	210	8.506	210	29.522	210	96.4	9.31	210	2.04	210	0.27	210	8.01	210	0.319	210			1022.90463	210	47.1	210	92.39	210	65.7	210	225.53	210	11.85	210		999	7.589	300		999	8.593	210	8.839	330	13.8	13.8		-0.937804	-0.890137		
4/17/2023 3:00:00 PM	0.338	210	8.447	210	29.581	210	95.0	9.19	210	1.32	210	0.28	210	8.00	210	0.329	210			1022.95948	210	44.6	210	401.88	210	76.6	210	214.09	210	6.36	210		999	7.655	300		999	8.552	210	8.904	330	13.8	14.1		-0.934112	-0.886570		
4/17/2023 3:15:00 PM	0.325	210	8.465	210	29.599	210	94.4	9.12	210	0.85	210	0.27	210	7.99	210	0.336	210			1022.97094	210	45.1	210	1457.40	210	77.9	210	199.90	210	4.40	210		999	7.664	300		999	8.555	210	8.914	330	13.8	14.1		-0.933613	-0.886056		
4/17/2023 3:30:00 PM	0.346	210	8.596	210	29.523	210	96.4	9.29	210	0.82	210	0.25	210	8.01	210	0.310	210			1022.89282	210	45.6	210	1254.56	210	76.2	210	175.03	210	4.67	210		999	7.671	300		999	8.609	210	8.920	330	13.8	14.1		-0.933210	-0.885598		
4/17/2023 3:45:00 PM	0.342	210	8.586	210	29.520	210	97.3	9.38	210	0.94	210	0.25	210	8.02	210	0.339	210			1022.89197	210	46.4	210	793.07	210	75.2	210	176.27	210	3.20	210		999	7.668	300		999	8.636	210	8.915	330	13.8	14.1		-0.933379	-0.885803		
